ts,prob,reason
1764862105.2818177,0.325,-
1764862105.7723875,0.025,-
1764862106.2753074,0.015,-
1764862106.772519,0.005,-
1764862107.2791026,0.005,-
1764862107.7749689,0.005,-
1764862108.2716618,0.005,-
1764862108.7752826,0.08,-
1764862109.275122,0.08,-
1764862109.771183,0.08,-
1764862110.2762334,0.075,-
1764862110.7745085,0.015,-
1764862111.272565,0.025,-
1764862111.7739239,0.485,-
1764862112.2758954,0.505,-
1764862112.7777755,0.205,-
1764862113.2787244,0.395,-
1764862113.9627712,0.56,-
1764862114.275674,0.56,-
1764862114.7750258,0.815,-
1764862115.2758298,0.48,-
1764862115.7764595,0.46,-
1764862116.2768037,0.095,-
1764862116.7769942,0.04,-
1764862117.2753613,0.035,-
1764862117.7758417,0.06,-
1764862118.2763915,0.05,-
1764862118.7766538,0.035,-
1764862119.277221,0.04,-
1764862119.777098,0.035,-
1764862120.2760546,0.68,-
1764862120.788982,0.94,-
1764862121.2782142,1.0,-
1764862122.0628803,1.0,-
1764862122.2787302,0.995,-
1764862122.878926,1.0,-
1764862123.283526,0.99,-
1764862123.7808478,1.0,-
1764862124.280012,0.99,-
1764862124.7825463,0.985,-
1764862125.282107,0.99,-
1764862125.7804673,0.99,-
1764862126.2806911,0.985,-
1764862126.7853389,0.995,-
1764862127.2796204,0.985,-
1764862127.7801216,0.99,-
1764862128.2839043,1.0,-
1764862128.7814043,1.0,-
1764862129.2842953,0.975,-
1764862129.9949296,0.99,-
1764862130.2808511,0.995,-
1764862130.78275,0.985,-
1764862131.284128,0.985,-
1764862131.7805016,1.0,-
1764862132.2945268,0.99,-
1764862132.7826638,0.985,-
1764862133.2841675,0.965,-
1764862133.7843578,0.85,-
1764862134.2829082,0.525,-
1764862134.784189,0.495,-
1764862135.2855256,0.39,-
1764862135.784772,0.025,-
1764862136.2856455,0.035,-
1764862136.7853565,0.025,-
1764862137.2873561,0.025,-
1764862137.7871196,0.025,-
1764862138.288253,0.025,-
1764862138.7968574,0.025,-
1764862139.2848666,0.05,-
1764862139.7895103,0.54,-
1764862140.289223,0.71,-
1764862140.7904484,0.6,-
1764862141.2885182,0.55,-
1764862141.7855768,0.575,-
1764862142.294206,0.58,-
1764862142.7985678,0.56,-
1764862143.2894518,0.56,-
1764862143.788621,0.575,-
1764862144.2938592,0.575,-
1764862144.8658075,0.575,-
1764862145.3098223,0.575,-
1764862145.8669298,0.575,-
1764862146.2921507,0.57,-
1764862146.8180974,0.515,-
1764862147.3658276,0.485,-
1764862147.8754716,0.06,-
1764862148.3738365,0.51,-
1764862148.7917001,0.56,-
1764862149.3485694,0.56,-
1764862149.7976396,0.555,-
1764862150.291328,0.555,-
1764862150.798659,0.555,-
1764862151.292729,0.555,-
1764862151.7905703,0.57,-
1764862152.2879972,0.555,-
1764862152.7916632,0.575,-
1764862153.295104,0.575,-
1764862153.792599,0.565,-
1764862154.2980626,0.555,-
1764862154.7967727,0.575,-
1764862155.2963421,0.58,-
1764862155.7960293,0.575,-
1764862156.2937858,0.62,-
1764862156.7948594,0.6,-
1764862157.3213935,0.54,-
1764862157.9248698,0.515,-
1764862158.3826623,0.515,-
1764862158.7942665,0.71,-
1764862159.2946277,0.835,-
1764862159.7952824,0.86,-
1764862160.5222433,0.845,-
1764862160.8331745,0.84,-
1764862161.3185363,0.865,-
1764862161.821398,0.925,-
1764862162.3200245,0.935,-
1764862162.822883,0.925,-
1764862163.31796,0.865,-
1764862163.8161623,0.825,-
1764862164.3235967,0.765,-
1764862164.8207424,0.735,-
1764862165.3249404,0.665,-
1764862165.8169966,0.615,-
1764862166.3171058,0.6,-
1764862166.8248475,0.6,-
1764862167.3180065,0.58,-
1764862167.819359,0.6,-
1764862168.3195534,0.595,-
1764862168.820618,0.595,-
1764862169.320201,0.595,-
1764862169.8220577,0.595,-
1764862170.3236535,0.595,-
1764862170.822148,0.595,-
1764862171.3172874,0.595,-
1764862171.8200376,0.595,-
1764862172.3220043,0.595,-
1764862172.823248,0.595,-
1764862173.327175,0.595,-
1764862173.8236957,0.595,-
1764862174.3384883,0.595,-
1764862174.8265157,0.595,-
1764862175.3244326,0.595,-
1764862175.8235357,0.6,-
1764862176.3256943,0.6,-
1764862176.8259099,0.6,-
1764862177.508887,0.6,-
1764862177.8254387,0.6,-
1764862178.323699,0.6,-
1764862178.8230329,0.605,-
1764862179.32217,0.605,-
1764862179.8288507,0.6,-
1764862180.3243377,0.6,-
1764862180.8248386,0.6,-
1764862181.3245065,0.6,-
1764862181.8230262,0.6,-
1764862182.325139,0.59,-
1764862182.8278067,0.58,-
1764862183.327869,0.6,-
1764862183.8268964,0.6,-
1764862184.3347297,0.59,-
1764862184.8282797,0.585,-
1764862185.3323276,0.865,-
1764862185.8290863,0.9,-
1764862186.3267865,0.92,-
1764862187.0178404,0.935,-
1764862187.3290033,0.94,-
1764862187.8308897,0.935,-
1764862188.3295512,0.935,-
1764862188.8298542,0.915,-
1764862189.328323,0.835,-
1764862189.8938475,0.835,-
1764862190.3311627,0.83,-
1764862190.829482,0.635,-
1764862191.3310494,0.595,-
1764862191.830234,0.585,-
1764862192.331543,0.57,-
1764862192.8347542,0.555,-
1764862193.3322487,0.37,-
1764862193.859287,0.04,-
1764862194.33223,0.025,-
1764862194.8325357,0.025,-
1764862195.3327286,0.025,-
1764862195.8347952,0.025,-
1764862196.3325522,0.025,-
1764862196.840838,0.025,-
1764862197.3334973,0.02,-
1764862197.8430817,0.02,-
1764862198.3349295,0.025,-
1764862198.8358567,0.025,-
1764862199.3335035,0.02,-
1764862199.8336356,0.02,-
1764862200.3402562,0.025,-
1764862200.8359027,0.03,-
1764862201.336065,0.005,-
1764862201.8354523,0.04,-
1764862202.3366537,0.04,-
1764862202.8323095,0.03,-
1764862203.3327236,0.045,-
1764862203.835326,0.04,-
1764862204.3381903,0.035,-
1764862204.8358836,0.03,-
1764862217.950024,0.615,-
1764862218.4432805,0.955,-
1764862218.9408581,1.0,-
1764862219.6939392,1.0,-
1764862219.9426067,0.98,-
1764862220.4440901,0.98,-
