ts,prob,reason
1764862427.725009,0.995,-
1764862428.2389102,0.995,-
1764862428.7301273,1.0,-
1764862429.2506177,0.98,-
1764862429.7276416,1.0,-
1764862430.2451217,1.0,-
1764862430.7637858,1.0,-
1764862431.2259912,1.0,-
1764862431.7413137,1.0,-
1764862432.2264555,1.0,-
1764862432.8300002,1.0,-
1764862433.270852,1.0,-
1764862433.728281,1.0,-
1764862434.230475,1.0,-
1764862434.72795,1.0,-
1764862435.2321253,1.0,-
1764862435.7290041,1.0,-
1764862436.22939,1.0,-
1764862436.7328987,1.0,-
1764862437.2336571,1.0,-
1764862437.7301762,0.975,-
1764862438.2417114,1.0,-
1764862438.7310536,1.0,-
1764862439.2437246,0.995,-
1764862439.7304976,0.995,-
1764862440.3734136,1.0,-
1764862440.8618724,1.0,-
1764862441.355212,0.99,-
1764862442.0250845,0.98,-
1764862442.3646748,1.0,-
1764862442.9010825,0.995,-
1764862443.4285996,0.975,-
1764862443.8557518,0.975,-
1764862444.3567739,1.0,-
1764862444.8613677,1.0,-
1764862445.3553908,1.0,-
1764862445.8594115,0.98,-
1764862446.3570404,1.0,-
1764862446.8539317,1.0,-
1764862447.3543549,0.98,-
1764862447.8574083,0.975,-
1764862448.3609889,1.0,-
1764862448.8727386,1.0,-
1764862449.3551474,1.0,-
1764862449.8560069,1.0,-
1764862450.3563886,0.98,-
1764862450.8546412,1.0,-
1764862451.3556876,1.0,-
1764862451.9013567,1.0,-
1764862452.3591485,1.0,-
1764862452.8591907,0.97,-
1764862453.3578165,0.49,-
1764862453.8588607,0.495,-
1764862454.3577418,0.55,-
1764862454.8560169,0.495,-
1764862455.3653364,0.77,-
1764862455.858212,0.765,-
1764862456.357833,0.64,-
1764862456.8601866,0.86,-
1764862457.3640544,0.85,-
1764862457.8609986,0.74,-
1764862458.361458,0.025,-
1764862458.8666391,0.03,-
1764862459.3595471,0.03,-
1764862459.8747246,0.035,-
1764862460.537063,0.035,-
1764862460.8657622,0.025,-
1764862461.3590994,0.02,-
1764862461.8702967,0.02,-
1764862462.3643672,0.02,-
1764862462.8628974,0.005,-
1764862463.3635306,0.005,-
1764862463.8628027,0.005,-
1764862464.3624103,0.005,-
1764862464.8616378,0.005,-
1764862465.3643305,0.005,-
1764862465.8655956,0.005,-
1764862466.361514,0.005,-
1764862466.8659284,0.015,-
1764862467.3645928,0.005,-
1764862467.862959,0.005,-
1764862468.3643618,0.005,-
1764862468.866697,0.005,-
1764862469.356694,0.005,-
1764862469.8648677,0.0,-
1764862470.390215,0.0,-
1764862470.87371,0.0,-
1764862471.3677006,0.0,-
1764862471.8940904,0.0,-
1764862472.3621256,0.0,-
1764862472.882365,0.0,-
