ts,prob,reason
1765011995.9996874,0.035,-
1765011996.4985418,0.025,-
1765011996.9991772,0.03,-
1765011997.4999945,0.03,-
1765011998.0083811,0.03,-
1765011998.519408,0.03,-
1765011999.0003297,0.025,-
1765011999.5020306,0.025,-
1765012000.024919,0.025,-
1765012000.5182192,0.025,-
1765012001.006646,0.025,-
1765012001.5115566,0.025,-
1765012002.0220923,0.025,-
1765012002.501361,0.025,-
1765012003.0048006,0.025,-
1765012003.5031977,0.025,-
1765012004.0056343,0.03,-
1765012004.5052238,0.025,-
1765012005.0063806,0.025,-
1765012005.5120394,0.025,-
1765012006.0046525,0.025,-
1765012006.5109475,0.025,-
1765012007.0235162,0.03,-
1765012007.571599,0.03,-
1765012008.044363,0.03,-
1765012008.5114465,0.025,-
1765012008.9999352,0.025,-
1765012009.509075,0.025,-
1765012010.0150714,0.025,-
1765012010.5099032,0.025,-
1765012011.0595293,0.025,-
1765012011.5135458,0.025,-
1765012012.0088239,0.025,-
1765012012.50872,0.025,-
1765012013.0048485,0.025,-
1765012013.5005903,0.025,-
1765012014.0086884,0.025,-
1765012014.5103629,0.025,-
1765012015.0263278,0.025,-
1765012015.5373807,0.025,-
1765012016.0081916,0.025,-
1765012016.5167432,0.025,-
1765012017.0103064,0.025,-
1765012017.5055716,0.025,-
1765012018.0080545,0.025,-
1765012018.5345905,0.025,-
1765012019.0207956,0.025,-
1765012019.5150027,0.025,-
1765012020.013209,0.025,-
1765012020.509103,0.025,-
1765012021.0118337,0.025,-
1765012021.5180676,0.025,-
1765012022.024874,0.025,-
1765012022.5136678,0.025,-
1765012023.0619318,0.025,-
1765012023.514691,0.025,-
1765012024.0205886,0.025,-
1765012024.53894,0.025,-
1765012025.0473697,0.025,-
1765012025.5300717,0.025,-
1765012026.0263805,0.025,-
1765012026.5245702,0.025,-
1765012027.024074,0.025,-
1765012027.5318213,0.025,-
1765012028.013404,0.03,-
1765012028.5174756,0.03,-
1765012029.084977,0.025,-
1765012029.525049,0.025,-
1765012030.0202222,0.025,-
1765012030.5170789,0.025,-
1765012031.0808868,0.025,-
1765012031.517195,0.025,-
1765012032.0178933,0.03,-
1765012032.5608535,0.025,-
1765012033.0654743,0.025,-
1765012033.5200746,0.025,-
1765012034.0657773,0.025,-
1765012034.516188,0.025,-
1765012035.0166218,0.025,-
1765012035.517681,0.025,-
1765012036.014711,0.025,-
1765012036.5206115,0.025,-
1765012037.029741,0.025,-
1765012037.5110974,0.025,-
1765012038.0218542,0.025,-
1765012038.526748,0.025,-
1765012039.0226629,0.025,-
1765012039.543545,0.025,-
1765012040.0295577,0.025,-
1765012040.5242126,0.025,-
1765012041.0408835,0.025,-
1765012041.5266557,0.025,-
1765012042.0199869,0.025,-
1765012042.5246923,0.025,-
1765012043.0185938,0.025,-
1765012043.5156574,0.025,-
1765012044.0225177,0.025,-
1765012044.5233183,0.025,-
1765012045.02509,0.025,-
1765012045.51975,0.025,-
1765012046.0516975,0.025,-
1765012046.572059,0.025,-
1765012047.0273654,0.025,-
1765012047.524665,0.025,-
1765012048.0259268,0.025,-
1765012048.526129,0.025,-
1765012049.0498211,0.025,-
1765012049.533677,0.025,-
1765012050.0292885,0.025,-
1765012050.5281525,0.025,-
1765012051.025652,0.025,-
1765012051.5588725,0.025,-
1765012052.021508,0.025,-
1765012052.5358837,0.025,-
1765012053.0283978,0.025,-
1765012053.5412672,0.025,-
1765012054.0346618,0.025,-
1765012054.5262227,0.025,-
1765012055.0259078,0.025,-
1765012055.5193613,0.025,-
1765012056.0282204,0.025,-
1765012056.5325115,0.025,-
1765012057.0666506,0.025,-
1765012057.5285609,0.025,-
1765012058.0404806,0.025,-
1765012058.5402114,0.025,-
1765012059.047567,0.025,-
1765012059.547088,0.025,-
1765012060.0314677,0.025,-
1765012060.5367396,0.025,-
1765012061.030234,0.025,-
1765012061.5474176,0.025,-
1765012062.038191,0.025,-
1765012062.5331635,0.025,-
1765012063.065476,0.025,-
1765012063.5373275,0.33,-
1765012064.0278292,0.965,-
1765012064.5374315,0.945,-
1765012065.0374608,0.97,-
1765012065.8146493,0.965,-
1765012066.0347142,0.96,-
1765012066.5376356,0.98,-
1765012067.0460274,0.98,-
1765012067.5489264,0.535,-
1765012068.0385349,0.25,-
1765012068.5351157,0.235,-
1765012069.0352297,0.19,-
1765012069.5377147,0.135,-
1765012070.0410295,0.125,-
1765012070.5347548,0.195,-
1765012071.0374894,0.17,-
1765012071.5392685,0.16,-
1765012072.0529933,0.13,-
1765012072.5626326,0.13,-
1765012073.0432544,0.11,-
1765012073.5339916,0.105,-
1765012074.0362356,0.05,-
