t,ax,ay,az,gx,gy,gz,label
141922,0.9922,0.1704,-0.0537,-34.137,4.206,8.427,nornal
141942,0.967,0.1882,-0.0383,-43.412,2.695,8.031,nornal
141962,1.0139,0.3113,-0.0483,-45.618,2.473,9.305,nornal
141982,1.1575,0.3665,-0.1094,-50.893,-10.588,10.763,nornal
142002,1.168,0.3369,-0.0234,-62.603,-15.344,18.374,nornal
142022,1.1833,0.3591,-0.0007,-64.947,-13.878,21.863,nornal
142042,1.1003,0.3354,0.0271,-60.725,-9.458,24.298,nornal
142062,1.0015,0.3267,-0.011,-60.656,-13.382,23.29,nornal
142082,0.9392,0.3506,-0.0403,-61.412,-23.71,20.26,nornal
142102,0.8647,0.3247,-0.0474,-61.473,-35.412,14.687,nornal
142122,0.8438,0.2905,-0.0771,-64.542,-40.053,10.855,nornal
142142,0.8691,0.3083,-0.0977,-71.466,-43.237,10.023,nornal
142162,0.9036,0.3171,-0.0891,-81.534,-43.71,10.321,nornal
142182,0.9675,0.3098,-0.1226,-91.756,-40.382,10.435,nornal
142202,1.0754,0.3054,-0.136,-93.55,-41.634,8.183,nornal
142222,1.1111,0.3472,-0.125,-92.489,-42.336,8.168,nornal
142242,1.0391,0.3462,-0.1243,-93.924,-38.0,13.84,nornal
142262,1.0054,0.3188,-0.1243,-95.13,-33.328,20.023,nornal
142282,0.9504,0.2764,-0.0967,-97.878,-35.924,21.794,nornal
142302,0.9146,0.2439,-0.1079,-101.511,-33.885,22.802,nornal
142322,0.9089,0.2085,-0.1326,-105.565,-30.504,21.878,nornal
142342,0.9365,0.1907,-0.1431,-108.847,-30.573,18.023,nornal
142362,0.9697,0.1953,-0.123,-112.786,-30.817,14.023,nornal
142382,0.9958,0.2063,-0.1096,-117.534,-32.832,11.031,nornal
142402,1.0073,0.21,-0.093,-120.115,-34.626,9.855,nornal
142422,1.0015,0.2183,-0.1099,-120.237,-34.359,10.756,nornal
142442,0.9849,0.2288,-0.1279,-120.29,-33.855,13.137,nornal
142462,0.9812,0.2383,-0.1194,-118.87,-32.076,15.939,nornal
142482,0.9866,0.2395,-0.1133,-116.412,-27.321,17.748,nornal
142503,0.9634,0.2437,-0.0994,-113.664,-29.626,18.198,nornal
142523,0.9468,0.2615,-0.0972,-110.336,-21.198,19.145,nornal
142543,0.9189,0.2571,-0.085,-103.45,-14.481,20.466,nornal
142563,0.896,0.2776,-0.1021,-95.817,-7.695,20.908,nornal
142583,0.9011,0.2937,-0.113,-89.763,0.023,18.061,nornal
142603,0.9165,0.2964,-0.1436,-88.45,4.427,13.321,nornal
142623,0.9492,0.2559,-0.2327,-84.176,5.16,9.718,nornal
142643,1.0298,0.2649,-0.1133,-75.282,2.84,6.084,nornal
142663,1.0203,0.2776,-0.0115,-78.046,4.947,2.351,nornal
142683,1.0342,0.3186,0.0173,-75.695,5.107,-1.29,nornal
142703,1.0225,0.3105,0.0591,-82.84,2.122,-6.893,nornal
142723,1.03,0.2781,-0.0305,-88.412,-2.534,-8.565,nornal
142743,1.0186,0.2354,-0.0801,-92.16,-10.321,-8.641,nornal
142763,0.9465,0.2261,-0.0764,-94.511,-19.748,-8.832,nornal
142783,0.9404,0.2217,-0.0825,-97.427,-22.588,-5.237,nornal
142803,0.9731,0.2112,-0.0229,-102.336,-19.87,-1.023,nornal
142823,1.0154,0.1985,0.0061,-115.802,-19.519,1.565,nornal
142843,0.9849,0.2107,0.0408,-130.527,-18.336,5.061,nornal
142863,0.9734,0.2656,0.0317,-137.29,-14.817,6.26,nornal
142883,0.9636,0.2834,0.0566,-142.115,-14.748,3.611,nornal
142903,0.9897,0.2891,0.0459,-138.573,-16.221,-1.275,nornal
142923,0.9629,0.3242,0.0703,-133.206,-18.397,-6.092,nornal
142943,0.9524,0.3496,0.0498,-126.679,-18.817,-8.748,nornal
142963,0.9504,0.3657,0.0383,-121.725,-19.947,-10.573,nornal
142983,0.9521,0.3494,0.0244,-114.313,-18.267,-11.504,nornal
143003,0.9707,0.314,0.0066,-105.542,-18.74,-11.328,nornal
143023,0.9683,0.2485,0.0557,-104.779,-18.435,-11.145,nornal
143043,0.9963,0.2192,0.0525,-111.191,-16.748,-9.038,nornal
143063,1.0286,0.2107,0.0718,-116.725,-17.221,-5.794,nornal
143083,1.0269,0.2488,0.0767,-119.168,-17.527,-2.076,nornal
143103,1.0127,0.2715,0.0342,-114.87,-16.511,-0.061,nornal
143123,0.9917,0.2947,0.0237,-105.679,-17.641,1.046,nornal
143143,0.9824,0.2976,-0.0015,-95.328,-20.733,0.252,nornal
143163,0.9673,0.2786,0.0398,-86.137,-23.42,0.824,nornal
143183,0.9744,0.2598,0.0222,-78.58,-22.282,0.947,nornal
143203,0.98,0.2515,0.0486,-77.992,-25.061,-0.817,nornal
143223,0.9807,0.2458,0.0393,-71.496,-26.0,-2.527,nornal
143243,0.9878,0.241,0.0386,-67.206,-28.954,-4.74,nornal
143263,0.9783,0.2249,0.04,-64.153,-30.687,-5.802,nornal
143283,0.9888,0.2068,0.0486,-61.962,-31.847,-5.412,nornal
143303,1.0161,0.2,0.063,-59.069,-30.145,-5.42,nornal
143323,1.0146,0.208,0.0559,-54.87,-30.771,-3.412,nornal
143343,1.0076,0.2156,0.054,-51.939,-29.42,-1.229,nornal
143363,0.9868,0.2188,0.0745,-50.076,-26.031,1.198,nornal
143383,0.9768,0.208,0.072,-46.939,-22.099,2.115,nornal
143403,0.9888,0.197,0.0764,-43.023,-18.351,0.794,nornal
143423,0.9858,0.2002,0.0718,-37.588,-14.641,-1.237,nornal
143443,0.9863,0.1902,0.0513,-33.16,-11.305,-3.305,nornal
143463,0.9746,0.1797,0.052,-30.573,-7.214,-4.962,nornal
143483,0.9758,0.1833,0.05,-27.481,-2.565,-8.534,nornal
143503,0.9692,0.1851,0.0615,-23.588,2.42,-11.656,nornal
143523,0.9529,0.23,0.0266,-20.656,8.382,-10.351,nornal
143543,0.9363,0.2996,-0.021,-16.298,11.168,-7.038,nornal
143563,0.9438,0.2031,0.031,-13.893,21.191,-0.718,nornal
143583,0.9941,0.2031,0.01,-20.618,27.557,7.55,nornal
143603,1.0049,0.2205,-0.0154,-25.206,26.176,16.038,nornal
143623,1.0205,0.2644,-0.05,-23.206,21.397,23.237,nornal
143643,1.0286,0.2458,-0.0444,-15.893,9.908,24.565,nornal
143663,1.0369,0.2473,-0.0469,-14.809,-6.656,23.42,nornal
143683,1.0496,0.2698,-0.0308,-21.107,-16.947,19.763,nornal
143703,1.0669,0.2393,-0.0181,-30.405,-17.458,18.153,nornal
143723,1.0681,0.2891,-0.0769,-39.42,-17.824,17.771,nornal
143743,1.0676,0.3916,-0.1265,-48.305,-29.344,13.664,nornal
143763,1.0432,0.4375,-0.1711,-53.985,-44.389,6.916,nornal
143783,1.0088,0.4087,-0.1687,-58.977,-57.267,2.863,nornal
143803,0.9768,0.3633,-0.1531,-64.321,-62.076,3.344,nornal
143823,0.9316,0.3184,-0.1296,-68.916,-56.221,10.802,nornal
143843,0.9055,0.282,-0.103,-77.618,-43.618,19.779,nornal
143863,0.9373,0.2776,-0.1289,-80.824,-36.374,24.336,nornal
143883,0.9658,0.2812,-0.1448,-77.924,-30.046,22.893,nornal
143903,0.9751,0.2532,-0.126,-74.229,-29.473,17.267,nornal
143923,0.9683,0.2336,-0.1646,-74.962,-30.954,14.29,nornal
143943,0.9521,0.2373,-0.093,-82.656,-39.473,12.237,nornal
143963,0.9504,0.1848,-0.0559,-83.366,-40.244,12.519,nornal
143983,0.9441,0.1868,-0.0938,-78.878,-39.008,12.382,nornal
144003,0.9492,0.2119,-0.1301,-70.939,-36.176,9.595,nornal
144023,0.9277,0.2148,-0.1543,-61.977,-30.229,7.718,nornal
144043,0.9438,0.2253,-0.1873,-51.931,-26.893,6.29,nornal
144063,0.9785,0.2083,-0.2036,-41.145,-22.405,4.244,nornal
144083,0.9863,0.1772,-0.1919,-35.031,-18.687,2.832,nornal
144103,0.969,0.157,-0.196,-32.519,-13.511,4.168,nornal
144123,0.9614,0.1582,-0.2351,-32.489,-8.794,4.313,nornal
144143,0.9495,0.1936,-0.2334,-35.878,-4.626,1.977,nornal
144163,0.9109,0.1992,-0.2378,-32.924,-0.824,-2.183,nornal
144183,0.905,0.1938,-0.2844,-27.931,0.29,-5.687,nornal
144203,0.8794,0.2065,-0.3005,-20.58,4.267,-9.191,nornal
144223,0.9712,0.1887,-0.3352,-13.588,9.695,-8.718,nornal
144243,0.968,0.1897,-0.3633,-8.16,3.214,-14.863,nornal
144263,0.9922,0.1763,-0.365,-6.908,7.412,-15.511,nornal
144283,1.0364,0.1475,-0.3364,-9.695,11.565,-15.542,nornal
144303,1.0911,0.1533,-0.3318,-15.061,7.16,-17.229,nornal
144323,1.0952,0.1824,-0.3113,-23.542,0.344,-18.511,nornal
144343,1.0776,0.2065,-0.3069,-30.649,-7.008,-18.061,nornal
144363,1.0264,0.2339,-0.3225,-36.702,-9.916,-17.412,nornal
144383,1.0278,0.3345,-0.3799,-36.084,-7.466,-16.695,nornal
144403,1.1965,0.4915,-0.2966,-34.55,-20.023,-23.863,nornal
144423,1.0205,0.4385,-0.3184,-18.55,-14.206,-19.656,nornal
144443,1.0229,0.5383,-0.303,-9.901,-12.58,-15.366,nornal
144463,0.9983,0.4929,-0.1797,1.405,-11.519,-15.511,nornal
144483,0.8533,0.4749,-0.116,15.687,2.382,-11.298,nornal
144504,0.7385,0.4548,-0.1238,26.802,19.893,-2.832,nornal
144524,0.7473,0.4348,-0.0876,29.618,27.008,-0.031,nornal
144544,0.8743,0.3323,-0.073,30.947,24.206,-6.252,nornal
144564,0.9314,0.2595,0.0942,30.84,13.023,-19.046,nornal
144584,0.9651,0.2639,0.0244,21.573,-1.366,-29.214,nornal
144604,0.926,0.3137,-0.033,8.824,-5.13,-28.427,nornal
144624,0.8823,0.3623,-0.0356,2.107,3.595,-20.481,nornal
144644,0.9094,0.3801,-0.0144,0.26,16.099,-10.992,nornal
144664,0.9573,0.3938,-0.0427,7.809,25.992,-3.42,nornal
144684,0.969,0.3816,-0.0745,17.893,29.832,1.061,nornal
144704,0.9272,0.363,-0.0627,26.397,27.702,1.244,nornal
144724,0.9316,0.3464,-0.0654,32.542,31.885,3.534,nornal
144744,0.9221,0.3042,-0.0669,37.084,34.786,3.267,nornal
144764,0.9348,0.2439,-0.1138,38.565,36.748,-0.817,nornal
144784,0.9412,0.1858,-0.1223,35.076,33.817,-7.069,nornal
144804,0.9587,0.1677,-0.1355,28.473,28.061,-11.038,nornal
144824,0.9666,0.1731,-0.1636,20.069,21.015,-11.191,nornal
144844,0.9568,0.1917,-0.1599,11.702,16.954,-8.351,nornal
144864,0.9495,0.1958,-0.1584,5.733,17.58,-5.115,nornal
144884,0.9604,0.207,-0.1736,3.366,20.435,-2.58,nornal
144904,0.9563,0.2544,-0.1775,5.58,16.252,-1.947,nornal
144924,0.9385,0.2407,-0.1655,8.275,12.397,-2.0,nornal
144944,0.9441,0.2126,-0.1086,12.557,10.298,-0.29,nornal
144964,0.9629,0.1868,-0.0862,17.87,10.649,2.779,nornal
144984,0.9788,0.2019,-0.0667,19.634,13.496,6.084,nornal
145004,0.9785,0.2141,-0.0896,17.786,16.542,10.435,nornal
145024,0.9617,0.1938,-0.0876,16.542,21.847,15.344,nornal
145044,0.9922,0.1277,-0.084,13.809,22.771,17.16,nornal
145064,1.1292,0.0896,0.0542,10.763,22.924,16.542,nornal
145084,1.3257,0.241,-0.0513,-3.305,6.16,15.275,nornal
145104,1.2546,0.334,0.0417,-13.634,5.252,26.695,nornal
145124,1.2029,0.3757,0.0181,-17.183,16.885,42.374,nornal
145144,1.0764,0.3608,0.0415,-16.756,23.458,54.947,nornal
145164,1.0085,0.4124,-0.0061,-13.42,16.458,55.366,nornal
145184,0.8911,0.4077,-0.0947,-5.489,-2.466,48.863,nornal
145204,0.863,0.3655,-0.1946,4.015,-12.45,41.405,nornal
145224,0.9082,0.2905,-0.1357,-7.893,-21.817,26.435,nornal
145244,1.074,0.1926,-0.0901,-31.71,-27.763,15.947,nornal
145264,1.1284,0.2261,-0.053,-49.771,-33.389,5.725,nornal
145284,1.1189,0.2598,-0.0645,-47.153,-29.069,3.084,nornal
145304,1.0747,0.2542,-0.0676,-32.962,-23.725,8.863,nornal
145324,1.0583,0.2256,-0.0945,-21.405,-27.145,11.496,nornal
145344,0.9629,0.2449,-0.1448,-23.313,-25.038,17.13,nornal
145364,0.8452,0.2764,-0.2043,-28.527,-20.863,19.947,nornal
145384,0.7778,0.2834,-0.2268,-18.832,-21.42,16.588,nornal
145404,0.7466,0.2065,-0.1951,-6.366,-18.26,9.298,nornal
145424,0.8054,0.1321,-0.197,0.847,-8.634,1.908,nornal
145444,0.908,0.0911,-0.147,3.931,-6.153,-6.115,nornal
145464,0.9912,0.1221,-0.158,2.74,-7.366,-11.74,nornal
145484,1.0139,0.157,-0.2021,-0.13,-9.153,-12.359,nornal
145504,1.0054,0.1338,-0.238,1.855,-7.366,-11.84,nornal
145524,0.967,0.1035,-0.2634,4.099,-3.786,-11.71,nornal
145544,0.9221,0.0649,-0.2815,6.107,-1.0,-12.74,nornal
145564,0.9014,0.0613,-0.3032,7.626,-2.092,-15.389,nornal
145584,0.9177,0.0857,-0.3176,2.718,-0.603,-16.74,nornal
145604,0.9421,0.1279,-0.3359,-4.168,4.718,-16.847,nornal
145624,0.9812,0.1838,-0.3496,-12.084,5.405,-19.519,nornal
145644,1.032,0.2205,-0.3298,-22.008,-0.809,-25.351,nornal
145664,1.0571,0.2354,-0.2898,-27.405,-9.55,-29.374,nornal
145684,1.0227,0.238,-0.2627,-17.87,-7.618,-29.534,nornal
145704,0.9744,0.2109,-0.3413,-3.977,-3.099,-21.282,nornal
145724,1.2861,0.4817,-0.4531,2.191,-13.107,-16.58,nornal
145744,1.4272,0.291,-0.1611,10.489,-21.824,-24.817,nornal
145764,1.1006,0.4402,-0.1379,20.939,14.573,-20.687,nornal
145784,0.9763,0.625,-0.281,36.786,14.015,-8.26,nornal
145804,0.7607,0.5393,-0.2148,47.267,13.321,1.656,nornal
145824,0.7224,0.4507,-0.0835,49.115,25.992,4.962,nornal
145844,0.925,0.3176,0.0188,40.008,22.878,-2.038,nornal
145864,0.8293,0.2615,0.1272,28.267,-1.214,-30.328,nornal
145884,0.8804,0.324,-0.0579,19.046,7.16,-29.496,nornal
145904,0.8872,0.3623,-0.1333,14.198,1.885,-23.87,nornal
145924,0.8967,0.377,-0.1448,18.656,10.817,-15.252,nornal
145944,0.948,0.3804,-0.0886,27.504,31.107,-3.267,nornal
145964,0.9534,0.3303,-0.0532,35.206,39.527,0.802,nornal
145984,0.9275,0.3032,-0.0427,35.557,41.031,2.176,nornal
146004,0.896,0.2917,-0.0476,33.321,38.924,3.748,nornal
146024,0.884,0.2788,-0.0737,32.832,37.962,0.55,nornal
146044,0.8901,0.2578,-0.1062,31.977,35.519,-6.107,nornal
146064,0.9141,0.2434,-0.1035,32.87,30.015,-10.573,nornal
146084,0.9463,0.2375,-0.1541,34.298,23.305,-11.611,nornal
146104,0.946,0.2393,-0.1177,33.672,21.679,-9.718,nornal
146124,0.9617,0.2153,-0.1289,30.305,19.336,-5.893,nornal
146144,0.9612,0.208,-0.1533,26.191,16.641,-2.16,nornal
146164,0.989,0.2026,-0.1626,23.626,12.611,1.374,nornal
146184,1.0105,0.2146,-0.1753,24.527,7.244,3.489,nornal
146204,1.0173,0.1995,-0.1609,26.718,1.87,2.405,nornal
146224,1.0168,0.1719,-0.127,29.038,1.489,-2.573,nornal
146244,1.0049,0.1614,-0.1245,27.557,7.496,-6.794,nornal
146264,1.0151,0.2,-0.1653,26.137,11.954,-9.863,nornal
146284,1.0291,0.2415,-0.1665,26.359,11.183,-11.389,nornal
146304,1.0347,0.1772,-0.1577,26.168,11.176,-13.382,nornal
146324,1.0383,0.0996,-0.1851,18.298,13.618,-12.924,nornal
146344,1.001,0.0671,-0.2046,7.374,19.412,-7.885,nornal
146364,1.2244,0.198,-0.3547,1.786,21.733,-0.748,nornal
146384,1.1111,0.1985,-0.0359,-11.55,15.221,20.618,nornal
146404,1.1519,0.2566,-0.0557,-28.489,18.191,34.664,nornal
146424,1.1572,0.3159,0.022,-43.718,12.947,42.374,nornal
146444,0.9805,0.3855,0.0962,-48.305,8.985,46.435,nornal
146464,0.8484,0.5078,-0.0693,-37.901,1.748,47.282,nornal
146484,0.9299,0.5271,-0.1323,-13.26,-23.298,37.069,nornal
146505,1.0383,0.4734,-0.134,12.695,-34.382,17.664,nornal
146525,0.9543,0.3391,-0.1375,16.061,-23.847,10.374,nornal
146545,1.0332,0.2446,-0.145,6.176,-10.015,14.45,nornal
146565,1.136,0.2393,-0.1304,-6.641,-12.084,23.29,nornal
146585,1.051,0.2715,-0.0901,-14.947,-17.74,32.786,nornal
146605,0.9185,0.2671,-0.1301,-13.573,-28.0,33.641,nornal
146625,0.8682,0.2148,-0.165,-15.603,-24.916,28.435,nornal
146645,0.8503,0.1753,-0.1543,-18.878,-17.176,19.344,nornal
146665,0.8708,0.1536,-0.1267,-24.366,-10.916,8.45,nornal
146685,0.8706,0.1626,-0.1204,-26.931,-8.603,-0.351,nornal
146705,0.8621,0.2129,-0.1414,-27.168,-5.145,-4.954,nornal
146725,0.8374,0.2388,-0.1541,-25.359,-2.969,-9.634,nornal
146745,0.8228,0.2341,-0.2029,-20.015,1.206,-12.359,nornal
146765,0.8467,0.2561,-0.2444,-13.023,5.573,-13.015,nornal
146785,0.8975,0.2893,-0.2532,-6.397,9.412,-10.908,nornal
146805,0.9509,0.2756,-0.2898,-6.191,7.634,-5.496,nornal
146825,1.0173,0.2141,-0.2881,1.16,6.954,3.802,nornal
146845,1.0581,0.1738,-0.2859,6.573,2.893,8.405,nornal
146865,1.0232,0.1604,-0.2273,4.733,3.603,7.153,nornal
146885,1.0405,0.1848,-0.2175,-6.832,5.824,0.237,nornal
146905,1.1152,0.1875,-0.2915,-15.176,-2.817,-10.969,nornal
146925,1.071,0.1963,-0.2944,-20.099,-10.664,-17.45,nornal
146945,1.0122,0.156,-0.3499,-21.244,-13.435,-13.649,nornal
146965,1.0276,0.1365,-0.4395,-16.42,-8.221,-4.756,nornal
146985,1.2722,0.2031,-0.127,-27.473,-33.634,-14.58,nornal
147005,1.0925,0.3311,-0.2178,-26.496,-9.855,-6.0,nornal
147025,1.1001,0.5083,-0.311,-22.053,-14.29,-7.634,nornal
147045,1.0032,0.5164,-0.231,-12.977,-14.924,-11.763,nornal
147065,0.8162,0.5278,-0.0247,0.618,-2.557,-9.122,nornal
147085,0.8176,0.4187,0.0088,9.679,4.115,-8.107,nornal
147105,0.876,0.2913,0.0459,11.695,1.84,-12.16,nornal
147125,0.9087,0.2834,0.1042,8.847,3.282,-22.733,nornal
147145,0.8875,0.3052,-0.0059,2.977,1.183,-31.092,nornal
147205,0.9641,0.384,-0.0696,17.817,15.038,-9.328,nornal
147225,0.9668,0.3501,-0.0898,23.305,23.748,1.565,nornal
147245,0.9502,0.3528,-0.1084,34.397,26.992,4.16,nornal
147265,0.9272,0.3435,-0.1045,44.282,33.893,7.137,nornal
147285,0.895,0.29,-0.1287,48.473,36.58,7.893,nornal
147305,0.9045,0.2507,-0.1306,47.58,34.099,2.153,nornal
147325,0.9224,0.2507,-0.1523,46.595,27.298,-7.244,nornal
147345,0.9509,0.2468,-0.198,48.374,24.382,-10.344,nornal
147365,0.939,0.2256,-0.2,50.282,24.321,-8.588,nornal
147385,0.9353,0.2053,-0.1638,49.366,23.924,-6.58,nornal
147405,0.9731,0.1943,-0.1538,48.023,23.466,-6.687,nornal
147425,0.9905,0.2168,-0.1843,46.611,20.359,-5.664,nornal
147445,0.9495,0.2292,-0.1995,46.481,14.481,-3.718,nornal
147465,0.9214,0.2034,-0.1826,49.069,20.305,1.313,nornal
147485,0.9187,0.124,-0.1177,51.405,27.634,5.565,nornal
147505,0.9297,0.0916,-0.0737,47.229,33.649,12.099,nornal
147525,0.8953,0.1191,-0.0945,47.443,39.939,19.611,nornal
147545,0.873,0.1545,-0.0894,56.443,48.565,23.985,nornal
147565,0.9124,0.1938,-0.092,69.45,53.038,25.069,nornal
147585,1.0146,0.251,-0.146,68.527,43.29,20.756,nornal
147605,1.2534,0.1553,-0.123,47.763,27.687,19.359,nornal
147625,1.3513,0.209,-0.0706,21.26,8.702,17.198,nornal
147645,1.2307,0.3159,-0.0417,7.13,7.649,24.649,nornal
147665,1.0525,0.3708,-0.0037,6.328,9.916,32.916,nornal
147685,0.908,0.395,-0.0667,8.168,4.519,35.771,nornal
147705,0.9128,0.2935,-0.1804,7.519,-4.42,34.809,nornal
147725,1.0178,0.241,-0.2378,5.443,-19.481,27.656,nornal
147745,1.0659,0.2671,-0.2415,-3.214,-35.802,15.748,nornal
147765,1.0417,0.2766,-0.178,-13.588,-39.031,8.496,nornal
147785,1.0398,0.3108,-0.2175,-16.504,-26.687,2.214,nornal
147805,1.0413,0.3022,-0.1111,-1.282,-14.977,-5.695,nornal
147825,1.0291,0.3047,-0.1775,17.702,-8.702,-11.176,nornal
147845,0.9722,0.2883,-0.165,35.832,-7.748,-10.336,nornal
147865,0.9333,0.2678,-0.1543,41.725,-2.863,-7.389,nornal
147885,0.9128,0.2249,-0.1331,41.947,1.534,-6.725,nornal
147905,0.8933,0.1941,-0.1628,45.679,6.405,-9.901,nornal
147925,0.8967,0.1572,-0.1724,45.298,8.344,-20.351,nornal
147945,0.9517,0.1145,-0.1775,42.466,4.344,-31.305,nornal
147965,0.9658,0.1338,-0.1921,40.802,1.16,-38.359,nornal
147985,0.9529,0.1882,-0.2156,41.008,3.695,-40.29,nornal
148005,0.9648,0.2515,-0.2324,43.832,10.954,-38.817,nornal
148025,0.9763,0.2961,-0.2827,46.42,19.176,-32.069,nornal
148045,0.9258,0.3125,-0.2664,53.687,26.618,-26.26,nornal
148065,0.916,0.2974,-0.281,65.122,34.061,-21.962,nornal
148085,0.8821,0.2566,-0.2815,73.847,36.427,-20.786,nornal
148105,0.8682,0.1975,-0.2783,73.473,36.412,-19.885,nornal
148125,0.865,0.1689,-0.259,65.374,37.885,-19.496,nornal
148145,0.8875,0.1921,-0.2742,54.794,43.176,-19.924,nornal
148165,0.97,0.2231,-0.332,45.42,42.679,-20.42,nornal
148185,1.002,0.2646,-0.3711,37.779,35.924,-22.046,nornal
148205,1.0088,0.3196,-0.353,34.008,26.977,-21.718,nornal
148225,1.0046,0.3655,-0.2996,29.748,20.435,-22.092,nornal
148245,1.0066,0.3696,-0.2488,30.611,18.466,-22.702,nornal
148265,0.9846,0.3689,-0.2654,35.053,20.603,-21.031,nornal
148285,0.9663,0.3535,-0.3481,39.885,20.542,-17.664,nornal
148305,0.9224,0.3271,-0.4146,40.55,18.412,-11.321,nornal
148325,1.1592,0.4839,-0.2795,32.023,3.389,-18.626,nornal
148345,1.105,0.397,-0.24,43.725,6.725,-21.206,nornal
148365,1.0681,0.491,-0.2793,46.656,9.511,-19.023,nornal
148385,1.054,0.5178,-0.177,58.847,10.221,-23.008,nornal
148405,1.0435,0.4802,-0.1506,70.542,11.046,-23.206,nornal
148425,0.9348,0.4309,-0.1396,73.672,16.618,-15.053,nornal
148445,0.8748,0.3708,-0.082,74.198,22.336,-6.038,nornal
148465,0.8708,0.3235,-0.0232,68.954,16.099,-0.893,nornal
148485,0.8645,0.2844,0.0269,57.901,10.412,-1.229,nornal
148506,0.8921,0.2937,0.0645,43.962,7.573,-6.733,nornal
148526,0.9016,0.3672,0.0571,39.221,11.847,-12.069,nornal
148546,0.8789,0.4619,0.0125,40.618,11.305,-12.84,nornal
148566,0.8867,0.5166,0.0125,52.137,13.405,-9.908,nornal
148586,0.9243,0.4875,0.0117,69.374,20.267,-5.893,nornal
148606,0.9402,0.4563,-0.0156,81.466,28.374,-1.595,nornal
148626,0.9004,0.4521,-0.0391,90.122,38.084,3.496,nornal
148646,0.9077,0.4294,0.0042,101.466,44.053,4.847,nornal
148666,0.9321,0.3862,0.0159,111.344,45.939,3.115,nornal
148686,0.947,0.3435,0.0125,113.405,48.443,0.649,nornal
148706,0.9407,0.3259,-0.0073,112.359,48.71,-2.511,nornal
148726,0.9482,0.3337,-0.0303,112.153,47.168,-5.519,nornal
148746,0.9673,0.354,-0.05,111.931,41.443,-9.069,nornal
148766,0.981,0.3501,-0.0671,113.466,36.901,-9.771,nornal
148786,0.991,0.3384,-0.0691,118.725,36.16,-9.099,nornal
148806,0.9897,0.3342,-0.0674,120.336,34.626,-7.382,nornal
148826,0.9824,0.323,-0.0344,123.496,37.092,-6.733,nornal
148846,0.9951,0.3354,-0.0671,127.244,37.099,-7.145,nornal
148866,0.9771,0.3262,-0.0613,133.267,35.832,-6.954,nornal
148886,0.9783,0.3057,-0.0854,139.427,35.672,-6.649,nornal
148906,0.9832,0.3059,-0.0452,144.962,37.023,-5.695,nornal
148926,0.9768,0.3103,-0.0203,147.008,38.802,-4.649,nornal
148946,0.989,0.313,-0.0188,151.702,43.053,-4.924,nornal
148966,0.9958,0.3254,-0.0227,160.282,47.71,-5.786,nornal
148986,0.9824,0.3259,-0.0305,172.221,52.336,-9.137,nornal
149006,0.9697,0.3015,-0.019,183.504,55.405,-13.427,nornal
149026,0.9851,0.2798,-0.0012,191.115,55.252,-19.672,nornal
149046,0.9907,0.2612,0.0083,197.55,53.45,-24.244,nornal
149066,1.0254,0.2341,-0.0144,200.954,50.87,-27.046,nornal
149086,1.0293,0.1611,0.0034,195.855,47.847,-25.802,nornal
149106,1.0183,0.1262,-0.0129,173.939,43.511,-23.313,nornal
149126,1.0027,0.1584,0.0049,147.183,40.588,-20.649,nornal
149146,0.9963,0.251,-0.0056,121.466,41.183,-17.42,nornal
149166,1.0151,0.2808,-0.0322,104.74,37.58,-13.87,nornal
149186,1.0,0.2871,-0.0415,97.183,34.298,-13.366,nornal
149206,0.9758,0.3164,-0.0752,93.87,30.832,-15.443,nornal
149226,0.9434,0.3201,-0.104,94.26,28.42,-17.076,nornal
149246,0.9177,0.3281,-0.1348,98.031,27.763,-18.298,nornal
149266,0.8911,0.321,-0.1687,101.595,26.55,-19.229,nornal
149286,0.8928,0.3184,-0.1743,104.626,24.397,-22.13,nornal
149306,0.9141,0.3213,-0.1646,104.084,26.298,-26.206,nornal
149326,0.9675,0.3237,-0.178,103.076,30.733,-28.183,nornal
149346,0.9858,0.333,-0.1677,101.008,34.061,-29.45,nornal
149366,0.9973,0.3433,-0.1777,100.023,34.679,-33.328,nornal
149386,1.0142,0.3489,-0.2058,99.023,37.679,-37.931,nornal
149406,0.9963,0.3401,-0.1968,95.779,35.809,-40.626,nornal
149426,0.9612,0.311,-0.1772,96.84,34.748,-41.061,nornal
149446,0.9561,0.2976,-0.2341,102.947,38.443,-38.84,nornal
149466,0.936,0.3108,-0.2566,106.771,38.588,-34.878,nornal
149486,0.9167,0.3318,-0.2935,109.427,36.649,-31.076,nornal
149506,0.9153,0.3464,-0.2693,112.618,33.412,-28.763,nornal
149526,0.896,0.3242,-0.2336,115.931,34.176,-27.916,nornal
149546,0.9167,0.2998,-0.2268,118.115,32.443,-24.916,nornal
149566,0.9199,0.2832,-0.2341,117.832,35.13,-20.55,nornal
149586,0.9426,0.281,-0.2566,117.824,38.397,-15.962,nornal
149606,0.9348,0.2764,-0.2527,116.099,40.214,-12.435,nornal
149626,0.9146,0.2527,-0.2556,112.374,42.45,-9.878,nornal
149646,0.9016,0.2473,-0.2954,107.748,39.718,-7.496,nornal
149666,0.9246,0.2654,-0.2969,106.832,36.344,-7.672,nornal
149686,0.9321,0.2549,-0.2773,102.969,39.702,-10.939,nornal
149706,0.9192,0.2305,-0.2766,96.962,41.366,-12.298,nornal
