t,ax,ay,az,gx,gy,gz,label
79392,0.8359,0.094,-0.8682,-35.115,45.435,-60.397,fall
79412,0.856,0.1047,-0.8979,-30.198,41.924,-50.954,fall
79432,0.8733,0.1047,-0.792,-23.031,38.893,-40.71,fall
79452,0.7695,0.0796,-0.7068,-19.84,42.702,-30.313,fall
79472,0.7087,0.1555,-0.7703,-22.656,53.435,-26.794,fall
79492,0.7854,0.2705,-0.6965,-16.695,45.947,-22.824,fall
79512,0.8081,0.3406,-0.6069,-19.733,36.626,-18.45,fall
79532,0.8237,0.3623,-0.5447,-32.511,24.282,-13.511,fall
79552,0.7883,0.3577,-0.5076,-53.336,12.809,-8.008,fall
79572,0.8572,0.4675,-0.4827,-74.924,0.763,-3.962,fall
79592,0.9644,0.6138,-0.5012,-83.458,0.542,-9.45,fall
79612,0.9958,0.6978,-0.5742,-77.069,25.389,-19.206,fall
79632,0.8936,0.6672,-0.6438,-48.824,44.176,-22.321,fall
79652,0.8154,0.4893,-0.6357,-17.916,46.015,-22.038,fall
79672,0.8245,0.2883,-0.5371,-6.641,34.87,-14.893,fall
79692,0.8459,0.1624,-0.4624,-15.84,23.832,-5.863,fall
79712,0.8564,0.1599,-0.4443,-35.534,18.863,3.969,fall
79732,0.8464,0.2812,-0.4463,-48.214,18.389,14.176,fall
79752,0.8108,0.4221,-0.4558,-48.618,19.992,23.718,fall
79772,0.7812,0.5503,-0.5347,-42.321,15.985,32.916,fall
79792,0.7524,0.5635,-0.4878,-33.382,10.733,35.122,fall
79812,0.7229,0.4734,-0.4065,-20.298,12.74,31.794,fall
79832,0.752,0.3918,-0.3933,-14.275,19.618,27.015,fall
79852,0.7976,0.426,-0.4119,-16.695,17.328,22.046,fall
79872,0.8184,0.4658,-0.3806,-19.939,13.321,17.565,fall
79892,0.7827,0.4895,-0.3542,-21.878,16.008,16.359,fall
79912,0.717,0.4866,-0.3108,-19.969,20.931,18.901,fall
79932,0.7307,0.4854,-0.3359,-18.511,26.305,20.893,fall
79952,0.7937,0.5759,-0.0754,-19.305,2.885,16.237,fall
79972,0.7925,0.479,-0.366,-17.099,28.641,14.733,fall
79992,0.7471,0.5208,-0.2974,-9.489,18.817,14.412,fall
80012,0.7261,0.468,-0.2578,4.221,17.305,7.534,fall
80032,0.7351,0.4148,-0.2896,11.267,13.542,2.832,fall
80052,0.7354,0.3843,-0.3064,11.557,9.702,5.733,fall
80072,0.793,0.3591,-0.2766,7.603,1.229,6.389,fall
80092,0.8535,0.3572,-0.248,1.26,-11.893,10.802,fall
80112,0.7703,0.3018,-0.261,-7.145,-16.267,12.412,fall
80132,0.8057,0.3931,-0.3018,-14.397,7.672,12.947,fall
80152,0.9485,0.438,-0.3298,-23.977,-1.061,12.824,fall
80172,0.9497,0.4971,-0.356,-29.588,-6.817,10.534,fall
80192,0.8706,0.4641,-0.2703,-26.969,-2.412,7.924,fall
80212,0.8367,0.3696,-0.2874,-18.481,5.344,7.069,fall
80232,0.812,0.3557,-0.3186,-14.053,3.412,7.771,fall
80252,0.8032,0.3696,-0.3723,-14.779,3.305,10.458,fall
80272,0.8105,0.3621,-0.4036,-16.137,1.366,13.115,fall
80292,0.8242,0.355,-0.4509,-17.763,-2.244,15.221,fall
80312,0.8369,0.3552,-0.3882,-19.481,-3.885,15.305,fall
80332,0.8132,0.3479,-0.3523,-25.122,-0.046,15.229,fall
80352,0.8105,0.376,-0.3557,-33.916,5.511,15.458,fall
80372,0.8264,0.3872,-0.3999,-38.237,15.534,12.992,fall
80392,0.8469,0.3987,-0.3738,-40.0,22.55,10.198,fall
80412,0.9038,0.4033,-0.3064,-37.305,14.702,11.885,fall
80432,0.9561,0.2993,-0.2319,-35.817,3.954,17.954,fall
80453,0.9819,0.3845,-0.2866,-28.595,10.229,16.252,fall
80473,1.2324,0.5745,-0.4219,-21.336,-10.359,8.061,fall
80493,1.105,0.51,-0.3589,-31.237,-8.794,1.947,fall
80513,0.8625,0.4167,-0.3228,-32.656,2.565,9.221,fall
80533,0.8208,0.3604,-0.3188,-27.702,2.908,15.916,fall
80553,0.8728,0.344,-0.311,-26.969,-4.74,15.298,fall
80573,0.9299,0.322,-0.3098,-33.458,-10.397,14.015,fall
80593,0.9924,0.3406,-0.1931,-38.405,-11.504,12.168,fall
80613,0.949,0.3391,-0.2549,-47.275,-10.427,12.672,fall
80633,0.9307,0.3882,-0.178,-47.206,-12.214,11.885,fall
80653,0.9211,0.4026,-0.1965,-41.656,-11.351,9.496,fall
80673,0.8896,0.4133,-0.2043,-36.565,-9.977,6.115,fall
80693,0.8953,0.3757,-0.2356,-31.45,-7.389,4.351,fall
80713,0.9114,0.3718,-0.2473,-31.023,-6.282,5.168,fall
80733,0.9104,0.3843,-0.2266,-35.115,-2.71,6.634,fall
80753,0.9075,0.3843,-0.2327,-34.947,-0.496,8.038,fall
80773,0.9023,0.3589,-0.1953,-30.687,-0.618,9.26,fall
80793,0.9807,0.3706,-0.2651,-21.71,-1.389,7.176,fall
80813,0.9155,0.3008,-0.2095,-21.328,5.534,4.046,fall
80833,0.9414,0.3215,-0.2373,-27.931,1.55,1.687,fall
80853,0.9585,0.3442,-0.2231,-30.748,-6.855,2.336,fall
80873,0.9436,0.3623,-0.2004,-31.473,-7.603,2.359,fall
80893,0.9592,0.3616,-0.2195,-32.519,-0.55,2.733,fall
80913,1.0164,0.387,-0.2727,-30.053,-7.824,2.847,fall
80933,0.9451,0.3455,-0.1748,-27.053,-11.519,6.267,fall
80953,0.9224,0.354,-0.1877,-27.183,-9.496,6.137,fall
80973,0.9192,0.3638,-0.2273,-29.282,4.191,5.405,fall
80993,0.9409,0.3459,-0.1936,-28.962,3.282,5.099,fall
81013,0.9558,0.3455,-0.2014,-28.687,2.221,4.794,fall
81033,0.9292,0.3477,-0.1782,-28.931,2.008,4.748,fall
81053,0.9419,0.3293,-0.1738,-28.466,1.473,3.359,fall
81073,0.9551,0.3521,-0.2139,-27.832,-0.313,2.756,fall
81093,0.9448,0.3655,-0.217,-27.473,-2.183,3.473,fall
81113,0.9397,0.366,-0.2185,-25.588,-4.702,4.153,fall
81133,0.9321,0.3669,-0.2078,-22.489,-2.855,2.626,fall
81153,0.949,0.3789,-0.22,-19.351,0.527,0.885,fall
81173,0.948,0.3699,-0.2263,-16.595,-0.527,1.74,fall
81193,0.9316,0.3667,-0.2156,-15.55,-0.855,1.55,fall
81213,0.9275,0.3853,-0.2,-14.718,0.672,1.069,fall
81233,0.8894,0.3503,-0.2144,-18.626,15.924,1.038,fall
81253,0.9329,0.3645,-0.2168,-15.336,7.718,0.168,fall
81273,0.9226,0.3713,-0.2014,-14.611,10.885,0.366,fall
81293,0.926,0.384,-0.2334,-13.634,10.969,-1.061,fall
81313,0.937,0.3799,-0.2039,-10.496,12.336,-0.71,fall
81333,0.9333,0.3679,-0.2095,-8.931,14.832,0.42,fall
81353,0.929,0.3523,-0.2275,-7.496,11.305,1.763,fall
81373,0.9299,0.355,-0.2268,-6.878,7.588,1.137,fall
81393,0.9458,0.3518,-0.2021,-5.885,4.893,0.374,fall
81413,0.9587,0.3696,-0.2126,-7.023,4.206,0.275,fall
81433,0.946,0.3655,-0.2283,-9.29,7.183,2.435,fall
81453,0.9307,0.3694,-0.2258,-9.954,6.069,3.908,fall
81473,0.926,0.376,-0.2153,-6.847,2.229,1.985,fall
81493,0.9265,0.3708,-0.208,-3.618,-2.137,-0.168,fall
81513,0.9175,0.3623,-0.1807,-2.832,-0.45,-1.237,fall
81533,0.9353,0.3677,-0.1675,-3.931,0.527,-2.206,fall
81553,0.957,0.3584,-0.2024,-4.214,-3.489,-1.779,fall
81573,0.9507,0.3884,-0.1904,-2.878,-3.557,-0.473,fall
81593,0.9114,0.3938,-0.1619,-5.328,3.947,-0.939,fall
81613,0.8977,0.3972,-0.2017,-6.527,6.198,-1.099,fall
81633,0.9077,0.3879,-0.1833,-3.084,2.802,0.053,fall
81653,0.9138,0.3877,-0.2026,-2.664,2.26,1.771,fall
81673,0.9202,0.4036,-0.1836,-3.504,3.336,0.695,fall
81693,0.948,0.4121,-0.1597,-5.198,8.954,1.275,fall
81713,0.9348,0.3826,-0.2026,-5.313,8.031,2.183,fall
81733,0.9341,0.3906,-0.2434,0.168,-5.0,1.527,fall
81753,0.8706,0.3962,-0.1765,0.588,-3.092,-1.588,fall
81773,0.8242,0.4119,-0.156,-6.237,15.305,-8.962,fall
81793,1.1099,0.4324,-0.292,3.099,-6.023,2.45,fall
81813,0.9673,0.4275,-0.3035,5.031,-20.809,-7.16,fall
81833,0.9602,0.3601,-0.1523,2.176,3.947,-2.061,fall
81853,0.9197,0.3909,-0.1731,-3.13,6.618,-3.099,fall
81873,0.9216,0.4231,-0.2427,-1.42,5.58,-5.099,fall
81893,0.9006,0.4182,-0.1851,1.145,5.695,-5.672,fall
81913,0.928,0.4143,-0.2478,2.672,8.893,-4.687,fall
81933,0.918,0.3816,-0.1882,2.389,9.015,-3.58,fall
81953,0.9314,0.3699,-0.2065,2.076,8.42,-0.412,fall
81973,0.9036,0.3816,-0.198,1.687,7.13,-0.084,fall
81993,0.9309,0.3833,-0.2129,3.382,1.023,-1.29,fall
82013,0.9309,0.3799,-0.1968,1.519,4.794,-2.26,fall
82033,0.9329,0.3813,-0.2153,1.511,6.656,-1.908,fall
82053,0.9407,0.3784,-0.2063,1.649,6.137,-0.366,fall
82073,0.9382,0.3711,-0.2063,-0.008,9.794,1.626,fall
82093,0.9126,0.3694,-0.2017,-1.321,11.084,-0.786,fall
82113,0.8992,0.3748,-0.186,-2.885,8.863,-1.786,fall
82133,0.9272,0.3708,-0.1819,-2.382,4.053,-2.649,fall
82153,0.937,0.3879,-0.188,-1.977,1.29,-3.588,fall
82173,0.9377,0.395,-0.1963,-5.504,8.275,-5.191,fall
82193,0.9067,0.4177,-0.2026,-4.389,8.702,-4.771,fall
82213,0.9363,0.3906,-0.1714,-0.863,8.863,-3.389,fall
82233,0.936,0.3677,-0.1406,0.206,7.702,-3.473,fall
82253,0.9229,0.3816,-0.1726,0.359,2.824,-2.908,fall
82273,0.9446,0.4355,-0.2051,3.053,6.542,0.458,fall
82293,0.9375,0.417,-0.1724,5.947,12.427,4.504,fall
82313,0.9402,0.3965,-0.1431,5.145,11.55,6.069,fall
82333,0.9385,0.3669,-0.1509,3.489,9.344,5.397,fall
82353,0.9202,0.3794,-0.1836,3.618,9.122,4.748,fall
82373,0.9338,0.3867,-0.157,1.359,10.168,3.863,fall
82393,0.9382,0.3821,-0.1313,-3.031,6.802,4.183,fall
82413,0.9165,0.3997,-0.1792,-3.504,8.466,2.282,fall
82433,0.9299,0.3926,-0.1658,-3.985,9.153,1.992,fall
82454,0.9421,0.3789,-0.1584,-3.931,3.252,2.985,fall
82474,0.9277,0.4009,-0.1255,-4.435,5.725,2.397,fall
82494,0.925,0.4043,-0.1646,-4.42,6.519,3.351,fall
82514,0.9199,0.3989,-0.1753,-2.618,7.939,3.496,fall
82534,0.9551,0.386,-0.1536,-1.42,5.107,3.534,fall
82554,0.9524,0.3748,-0.1401,-0.405,-0.214,4.527,fall
82574,0.9543,0.385,-0.1589,-2.198,-5.756,4.809,fall
82594,0.916,0.3894,-0.1501,-2.168,-1.588,3.221,fall
82614,0.9248,0.3943,-0.1548,-1.565,-3.29,3.748,fall
82634,0.9392,0.3826,-0.1675,0.344,-1.931,4.687,fall
82654,0.9534,0.3689,-0.1677,3.664,-2.305,7.58,fall
82674,0.9543,0.3789,-0.1714,4.489,-0.519,12.557,fall
82694,0.9797,0.3853,-0.1819,7.992,-3.076,15.985,fall
82714,0.8875,0.3518,-0.158,6.214,-0.267,22.137,fall
82734,0.8474,0.3401,-0.1606,-0.908,4.099,17.817,fall
82754,0.9612,0.3352,-0.1738,-3.679,4.313,7.634,fall
82774,0.949,0.3684,-0.1443,-2.779,0.45,18.771,fall
82794,0.9458,0.2764,-0.1467,-3.214,-5.015,18.588,fall
82814,0.9006,0.3362,-0.1443,-5.557,1.45,5.954,fall
82834,0.9199,0.3235,-0.116,-7.855,7.924,1.771,fall
82854,0.9221,0.3262,-0.1206,-9.878,8.252,-0.511,fall
82874,0.9534,0.3091,-0.1226,-13.168,9.573,-2.176,fall
82894,0.9873,0.3093,-0.1609,-9.527,3.076,-3.481,fall
82914,0.9661,0.3262,-0.1887,-4.664,-4.924,-9.679,fall
82934,1.0095,0.2905,-0.1497,-1.481,0.031,-6.466,fall
82954,0.9832,0.2881,-0.1592,5.031,-7.435,-0.573,fall
82974,0.9849,0.3286,-0.1099,1.702,-2.832,-1.656,fall
82994,0.9707,0.2881,-0.2739,5.046,-5.626,-2.344,fall
83014,0.9751,0.2712,-0.165,-1.725,0.252,-2.374,fall
83034,1.0134,0.2629,-0.1514,-1.511,1.069,2.382,fall
83054,0.9875,0.2476,-0.1443,-3.603,1.664,1.153,fall
83074,0.9766,0.2556,-0.1411,-6.977,3.481,-0.679,fall
83094,0.9932,0.2747,-0.1348,-9.221,3.931,-1.87,fall
83114,0.988,0.2883,-0.1306,-10.038,1.069,-3.962,fall
83134,0.9761,0.293,-0.1257,-10.565,-3.084,-6.229,fall
83154,0.9785,0.3059,-0.1111,-10.511,-6.87,-7.71,fall
83174,0.9956,0.3269,-0.1345,-8.603,-9.191,-10.13,fall
83194,0.9661,0.3491,-0.1306,-4.779,-12.58,-10.977,fall
83214,0.9519,0.3601,-0.1252,-2.053,-12.588,-10.649,fall
83234,0.9792,0.3699,-0.0911,0.0,-10.0,-10.786,fall
83254,0.9688,0.3909,-0.0762,-3.031,-6.55,-9.947,fall
83274,0.9495,0.3994,-0.0906,-10.344,-3.939,-4.794,fall
83294,0.9536,0.3682,-0.1321,-15.466,-3.58,-0.656,fall
83314,0.9353,0.3572,-0.1265,-16.855,-5.168,0.374,fall
83334,0.9292,0.3696,-0.1379,-14.87,-7.519,-2.794,fall
83354,0.9109,0.3911,-0.1333,-12.908,-12.305,-6.588,fall
83374,0.9197,0.3989,-0.1162,-9.595,-13.473,-8.954,fall
83394,0.947,0.4216,-0.1187,-6.359,-11.321,-10.542,fall
83414,0.9153,0.426,-0.1443,-6.534,-13.55,-10.55,fall
83434,0.8833,0.4473,-0.1365,-8.847,-19.214,-8.435,fall
83454,0.8796,0.4675,-0.1165,-6.947,-19.382,-7.992,fall
83474,0.8496,0.4692,-0.1121,-1.534,-13.679,-9.481,fall
83494,0.8704,0.4514,-0.1433,1.58,-7.901,-11.351,fall
83514,0.8882,0.4429,-0.1472,0.863,-9.74,-13.374,fall
83534,0.9182,0.4373,-0.156,0.328,-12.634,-14.863,fall
83554,0.9136,0.4307,-0.1592,2.954,-17.198,-15.221,fall
83574,0.9033,0.4106,-0.1895,6.573,-17.58,-15.244,fall
83594,0.8865,0.4121,-0.2197,7.511,-15.626,-14.802,fall
83614,0.8762,0.4075,-0.2368,7.252,-16.046,-12.511,fall
83634,0.8892,0.4229,-0.2341,8.168,-18.107,-10.687,fall
83654,0.886,0.4397,-0.2349,9.824,-17.634,-9.443,fall
83674,0.9241,0.4514,-0.2971,13.519,-17.725,-5.382,fall
83694,0.9543,0.4268,-0.2859,19.466,-21.008,-3.008,fall
83714,0.9236,0.3779,-0.2705,22.573,-21.977,-2.794,fall
83734,0.9099,0.3721,-0.2715,29.511,-21.466,-0.702,fall
83754,0.877,0.3936,-0.2415,34.672,-25.977,-2.344,fall
83774,0.865,0.3821,-0.2551,38.496,-27.229,-4.702,fall
83794,0.887,0.3638,-0.2256,38.099,-31.122,-7.305,fall
83814,0.9009,0.3401,-0.2195,34.198,-35.145,-6.107,fall
83834,0.8984,0.3748,-0.2327,27.893,-42.221,-4.107,fall
83854,0.8975,0.4238,-0.2512,16.015,-47.611,-8.634,fall
83874,0.8721,0.4314,-0.2322,3.435,-59.42,-13.802,fall
83894,0.821,0.4094,-0.1892,-10.122,-66.901,-19.687,fall
83914,0.821,0.4314,-0.2036,-6.573,-68.435,-21.305,fall
83934,0.8337,0.457,-0.229,2.489,-73.29,-26.45,fall
83954,0.8047,0.4722,-0.239,13.244,-74.42,-30.557,fall
83974,0.7983,0.4111,-0.228,23.206,-79.87,-29.282,fall
83994,0.7295,0.3528,-0.2092,31.069,-82.893,-27.74,fall
84014,0.6548,0.3286,-0.2275,30.832,-78.863,-23.939,fall
84034,0.5894,0.3425,-0.2795,24.573,-84.725,-20.176,fall
84054,0.5256,0.3591,-0.3237,19.221,-94.878,-19.252,fall
84074,0.4719,0.4504,-0.3594,10.557,-110.198,-29.374,fall
84094,0.4595,0.4465,-0.4568,43.382,-104.588,-27.939,fall
84114,0.4746,0.4812,-0.4919,69.305,-115.748,-29.008,fall
84134,0.417,0.5569,-0.4509,80.878,-129.137,-39.031,fall
84154,0.4788,0.6682,-0.6379,94.863,-140.008,-43.71,fall
84174,0.5076,0.8455,-0.8977,133.687,-131.183,-48.313,fall
84194,0.6533,0.9741,-1.3606,155.794,-122.626,-55.389,fall
84214,0.9492,0.749,-1.8235,160.45,-140.0,-56.817,fall
84234,1.1118,0.3518,-1.9385,165.153,-151.168,-47.626,fall
84254,1.0132,-0.0498,-1.6707,148.153,-177.817,-41.802,fall
84274,0.5789,-0.2524,-1.3,120.718,-207.282,-10.802,fall
84294,0.2578,-0.3037,-1.0408,99.008,-216.595,25.458,fall
84314,0.0571,-0.3728,-0.8799,74.893,-193.336,38.718,fall
84334,0.032,-0.2847,-0.9626,47.084,-163.351,34.695,fall
84354,0.0281,-0.1938,-0.9739,31.16,-155.13,25.947,fall
84374,0.1018,-0.0593,-1.0837,21.481,-143.656,10.29,fall
84394,0.0618,-0.0273,-0.9619,21.336,-146.359,-1.626,fall
84414,-0.0898,-0.0742,-0.9585,20.74,-156.779,-3.885,fall
84434,-0.2571,-0.2285,-0.8655,7.0,-129.328,2.763,fall
84455,-0.3606,-0.2686,-0.8125,-5.466,-124.634,16.229,fall
84475,-0.5002,-0.1521,-0.6094,-31.061,-124.885,15.008,fall
84495,-0.864,0.1274,-0.8149,-65.076,-114.252,40.779,fall
84515,-1.4851,0.3264,-0.917,-71.092,-111.0,64.992,fall
84535,-1.8923,0.1226,-1.0845,-51.832,-89.359,50.794,fall
84555,-1.6426,0.3538,-0.9282,12.092,-51.168,7.496,fall
84575,-1.0825,0.1589,-0.563,37.985,-34.038,-19.489,fall
84595,-0.6211,-0.0049,-0.5178,29.298,-0.061,-5.206,fall
84615,-0.3171,-0.0103,-0.4639,6.053,-1.595,23.031,fall
84635,-0.3359,-0.0505,-0.4924,2.893,-33.29,28.122,fall
84655,-0.4934,-0.0247,-0.603,-5.992,-37.015,22.519,fall
84675,-0.6807,0.0251,-0.6794,-27.481,-19.939,24.351,fall
84695,-0.8435,0.0295,-0.8572,-36.481,-19.565,22.305,fall
84715,-0.9724,-0.0703,-0.9067,-40.366,-17.023,13.389,fall
84735,-0.9829,0.0188,-0.9854,-25.679,-7.496,3.802,fall
84755,-0.9072,0.1741,-0.9763,-10.496,14.305,5.679,fall
84775,-0.7058,0.093,-0.9551,-7.695,30.092,20.855,fall
84795,-0.5427,0.1328,-0.9343,-12.939,36.481,43.557,fall
84815,-0.4546,0.1555,-0.9202,-14.122,31.397,56.634,fall
84835,-0.4465,0.2571,-0.8198,-11.183,21.832,54.275,fall
84855,-0.4934,-0.0225,-0.8655,12.885,46.924,49.962,fall
84875,-0.4182,0.2231,-0.9082,-6.366,37.878,32.489,fall
84895,-0.3855,0.2361,-0.988,-12.168,38.473,20.153,fall
84915,-0.3738,0.261,-1.062,-14.718,46.015,13.931,fall
84935,-0.3167,0.2412,-1.0784,-19.603,39.313,12.725,fall
84955,-0.2935,0.209,-0.9709,-26.45,35.733,15.771,fall
84975,-0.2817,0.2695,-0.9888,-32.221,35.099,23.015,fall
84995,-0.2959,0.3811,-1.009,-40.725,31.13,28.817,fall
85015,-0.25,0.4707,-0.9656,-41.718,29.74,30.817,fall
85035,-0.179,0.5444,-0.9419,-33.786,27.725,25.84,fall
85055,-0.1245,0.5779,-0.9199,-25.893,26.412,17.832,fall
85075,-0.1021,0.563,-0.9619,-14.389,33.45,10.786,fall
85095,-0.0928,0.5132,-0.9563,-6.229,33.023,4.595,fall
85115,-0.0652,0.4651,-0.9407,-5.687,28.954,-0.252,fall
85135,-0.043,0.4575,-0.9319,-4.198,23.145,-3.55,fall
85155,-0.0454,0.5032,-0.9546,0.42,14.664,-4.603,fall
85175,-0.0991,0.4834,-0.9419,8.947,6.565,-6.061,fall
85195,-0.1423,0.4011,-0.9417,9.473,1.038,-8.679,fall
85215,-0.1738,0.3547,-0.9397,8.015,-0.374,-10.145,fall
85235,-0.2012,0.3281,-0.9585,6.855,-1.725,-10.771,fall
85255,-0.2341,0.3333,-0.9878,5.023,-2.351,-12.351,fall
85275,-0.2402,0.3384,-1.0042,5.664,-4.351,-13.664,fall
85295,-0.261,0.3154,-1.0081,4.107,-7.397,-15.29,fall
85315,-0.3091,0.3164,-1.002,-0.534,-9.26,-16.573,fall
85335,-0.3645,0.3169,-0.9875,-1.634,-11.519,-15.382,fall
85355,-0.386,0.3198,-0.9771,-0.42,-9.824,-13.557,fall
85375,-0.4087,0.3201,-0.9604,-0.588,-5.13,-11.656,fall
85395,-0.4182,0.3223,-0.9607,-1.221,-2.809,-9.534,fall
85415,-0.4294,0.3179,-0.9377,-0.618,0.855,-8.389,fall
85435,-0.4272,0.3037,-0.9285,0.206,2.924,-7.733,fall
85455,-0.4067,0.3032,-0.9131,2.229,3.832,-6.756,fall
85475,-0.405,0.2964,-0.907,1.969,4.382,-5.015,fall
85495,-0.4041,0.2761,-0.9246,1.046,5.145,-2.679,fall
85515,-0.4148,0.2695,-0.9316,-1.565,4.519,-1.237,fall
85535,-0.415,0.2712,-0.9446,-3.542,5.573,0.641,fall
85555,-0.3965,0.2773,-0.9458,-4.595,6.718,1.298,fall
85575,-0.3672,0.293,-0.9536,-6.038,7.687,0.542,fall
85595,-0.3472,0.3123,-0.9585,-6.038,8.687,1.183,fall
85615,-0.3293,0.3376,-0.9561,-5.198,9.878,2.573,fall
85635,-0.3245,0.354,-0.9583,-4.985,9.733,3.763,fall
85655,-0.3088,0.3748,-0.9622,-3.786,8.626,3.809,fall
85675,-0.2979,0.374,-0.9607,-1.099,7.985,3.878,fall
85695,-0.2859,0.364,-0.9661,2.229,7.733,4.183,fall
85715,-0.2673,0.3572,-0.9753,3.023,8.008,4.374,fall
85735,-0.2476,0.3572,-0.9761,3.328,6.534,4.924,fall
85755,-0.2375,0.3735,-0.9585,2.42,4.916,4.763,fall
85775,-0.2422,0.3848,-0.9626,2.527,4.641,3.481,fall
85795,-0.2485,0.3816,-0.9788,3.634,5.031,2.183,fall
85815,-0.2576,0.364,-0.9697,5.618,4.137,0.947,fall
85835,-0.2539,0.3462,-0.9663,6.153,3.313,0.344,fall
85855,-0.26,0.3386,-0.9714,5.321,1.504,-0.198,fall
85875,-0.2776,0.3264,-0.9705,6.046,0.878,0.466,fall
85895,-0.2866,0.3171,-0.9768,6.015,1.298,0.977,fall
85915,-0.2913,0.3037,-0.9766,4.649,1.29,0.84,fall
85935,-0.2971,0.3052,-0.9836,3.328,-0.122,1.008,fall
85955,-0.3157,0.3049,-0.9766,3.511,-1.527,1.137,fall
85975,-0.3218,0.303,-0.9673,4.389,-1.878,0.634,fall
85995,-0.3223,0.3025,-0.9673,3.702,-0.55,0.824,fall
86015,-0.3179,0.2861,-0.9639,2.359,0.443,1.282,fall
86035,-0.3184,0.2979,-0.9663,-0.786,-0.336,2.008,fall
86055,-0.3308,0.3201,-0.9524,-1.511,0.076,2.656,fall
86075,-0.3347,0.3281,-0.9568,-1.947,1.282,2.557,fall
86095,-0.3325,0.3384,-0.9641,-1.313,1.656,2.145,fall
86115,-0.3325,0.3237,-0.9517,-0.534,2.305,2.748,fall
86135,-0.3188,0.3337,-0.9526,0.511,2.321,2.695,fall
86155,-0.3179,0.3364,-0.9587,0.885,2.908,2.275,fall
86175,-0.312,0.3401,-0.9651,0.176,2.748,2.115,fall
86195,-0.3123,0.3381,-0.9553,1.061,3.061,2.496,fall
86215,-0.3203,0.342,-0.9431,1.954,2.573,2.366,fall
86235,-0.3145,0.3291,-0.9529,2.374,3.618,1.863,fall
86255,-0.3052,0.3306,-0.9712,2.183,4.351,1.45,fall
86275,-0.3,0.3247,-0.9756,1.603,3.908,1.466,fall
86295,-0.2964,0.3215,-0.9841,0.458,3.885,1.198,fall
86315,-0.3037,0.3201,-0.9722,0.145,3.87,1.191,fall
86335,-0.2981,0.3242,-0.9778,0.282,4.237,1.229,fall
86355,-0.2937,0.3208,-0.9773,0.679,3.832,1.458,fall
86375,-0.291,0.3174,-0.9673,0.588,3.344,1.198,fall
86395,-0.3,0.3245,-0.9587,0.069,2.092,1.405,fall
86415,-0.3025,0.3279,-0.9717,-0.466,2.794,0.969,fall
86435,-0.2993,0.3337,-0.9678,-0.153,2.092,0.817,fall
86456,-0.3005,0.3308,-0.9548,0.611,2.168,0.252,fall
86476,-0.304,0.3403,-0.9683,0.992,2.305,0.183,fall
86496,-0.3066,0.3337,-0.9709,1.412,2.046,0.359,fall
86516,-0.3091,0.3198,-0.9648,1.466,1.802,0.527,fall
86536,-0.3096,0.3184,-0.9778,1.58,1.893,-0.206,fall
86556,-0.3079,0.3118,-0.9819,1.992,2.481,0.198,fall
86576,-0.3054,0.3145,-0.9644,0.618,3.397,0.496,fall
86596,-0.3083,0.3206,-0.9617,-0.672,3.344,0.26,fall
86616,-0.3137,0.3237,-0.9546,-1.351,3.42,0.374,fall
86636,-0.3208,0.3323,-0.96,-0.855,3.038,0.321,fall
86656,-0.3203,0.3389,-0.9653,-1.168,2.771,0.351,fall
86676,-0.323,0.3413,-0.9668,-0.687,2.802,0.008,fall
86696,-0.3186,0.3386,-0.9597,0.962,2.641,-0.153,fall
86716,-0.314,0.3259,-0.9521,1.16,3.511,-0.145,fall
86736,-0.3052,0.3311,-0.9666,0.099,4.542,-0.58,fall
86756,-0.3079,0.3284,-0.9666,-0.198,4.29,-0.328,fall
86776,-0.3074,0.3342,-0.9692,-0.084,3.771,-0.595,fall
86796,-0.3091,0.3235,-0.9651,0.046,4.656,-1.122,fall
86816,-0.3032,0.3367,-0.9714,-0.008,4.733,-1.122,fall
86836,-0.3027,0.3279,-0.9739,0.137,3.908,-0.679,fall
86856,-0.3003,0.3206,-0.969,0.832,3.336,-0.023,fall
86876,-0.2964,0.3208,-0.979,0.74,3.313,0.237,fall
86896,-0.2944,0.3154,-0.9756,0.359,3.863,0.824,fall
86916,-0.3044,0.3145,-0.9697,0.58,4.145,1.084,fall
86936,-0.3003,0.3213,-0.9734,-0.237,3.122,0.901,fall
86956,-0.3066,0.3228,-0.9734,-0.542,3.015,0.595,fall
86976,-0.3008,0.3191,-0.9646,0.092,3.153,0.26,fall
86996,-0.3062,0.3313,-0.9705,0.061,2.725,-0.206,fall
87016,-0.3054,0.3318,-0.9688,0.099,3.557,-0.137,fall
87036,-0.3079,0.333,-0.9622,-0.252,3.565,-0.099,fall
87056,-0.3018,0.3328,-0.9695,0.015,3.748,0.214,fall
87076,-0.2996,0.3267,-0.9839,0.412,3.878,-0.115,fall
87096,-0.2998,0.322,-0.9651,0.229,3.656,-0.214,fall
87116,-0.3044,0.333,-0.9675,-0.794,2.863,-0.641,fall
87136,-0.3113,0.3369,-0.9583,-0.664,2.87,-0.275,fall
87156,-0.314,0.332,-0.9617,-0.031,2.954,0.183,fall
87176,-0.311,0.3284,-0.9575,0.176,4.031,0.725,fall
87196,-0.3152,0.3269,-0.9636,0.176,4.061,0.275,fall
87216,-0.3069,0.3315,-0.9746,0.664,3.771,0.099,fall
87236,-0.3013,0.323,-0.9641,1.13,3.023,-0.176,fall
