t,ax,ay,az,gx,gy,gz,label
62504,1.385,1.1357,-0.4746,35.084,-6.282,27.099,fall
62524,1.0242,0.6462,-0.4507,34.137,27.137,62.496,fall
62544,1.0935,0.4109,-0.6433,34.084,32.099,75.405,fall
62564,1.0195,0.4358,-0.3984,38.038,-2.42,48.916,fall
62584,1.0181,0.415,-0.3093,31.786,-27.458,16.58,fall
62604,1.0305,0.489,-0.4487,25.55,-37.29,-7.115,fall
62624,1.2334,0.5566,-0.6282,24.092,-44.534,-16.687,fall
62644,1.2837,0.3779,-0.5193,25.832,-29.817,-9.191,fall
62664,1.1689,0.3411,-0.4436,20.427,6.824,17.443,fall
62684,1.0808,0.5029,-0.52,8.855,9.389,36.16,fall
62704,1.0964,0.6101,-0.5552,6.313,-8.038,31.244,fall
62724,1.0623,0.5654,-0.4761,9.137,-6.58,16.412,fall
62744,1.0291,0.5342,-0.4946,14.832,-6.122,4.794,fall
62764,1.0417,0.5828,-0.5146,20.969,-16.405,1.053,fall
62784,1.1343,0.5962,-0.5349,22.473,-18.405,4.611,fall
62804,1.1082,0.5029,-0.5027,21.473,1.687,6.176,fall
62824,1.0757,0.3887,-0.4985,15.687,20.763,9.305,fall
62844,1.042,0.4475,-0.5093,10.0,8.939,10.504,fall
62864,0.9919,0.4722,-0.4797,5.565,-1.145,3.443,fall
62884,0.9502,0.4102,-0.4895,2.802,8.176,-6.84,fall
62904,0.8994,0.3706,-0.4893,0.725,14.351,-11.947,fall
62924,0.8733,0.4236,-0.4851,-2.374,9.237,-9.176,fall
62944,0.8835,0.4797,-0.4648,-3.664,0.489,-4.969,fall
62964,0.8911,0.425,-0.4531,-3.832,6.748,-3.87,fall
62984,0.9072,0.3674,-0.4761,-2.229,13.863,-1.977,fall
63004,0.8884,0.3799,-0.4214,-2.458,5.053,-0.443,fall
63024,0.8589,0.4153,-0.3857,-5.107,-0.412,-1.634,fall
63044,0.8301,0.4202,-0.377,-6.252,3.977,-4.695,fall
63064,0.8398,0.3877,-0.4053,-6.374,8.885,-4.794,fall
63084,0.8376,0.3835,-0.4067,-3.863,5.679,-3.099,fall
63104,0.8423,0.4182,-0.4087,-1.031,0.802,-0.557,fall
63124,0.8301,0.4192,-0.3853,-0.664,3.931,-1.519,fall
63144,0.8491,0.3958,-0.3987,-1.321,9.321,-2.863,fall
63164,0.8647,0.3557,-0.3782,-2.443,8.397,-3.229,fall
63184,0.8657,0.3794,-0.3838,-2.13,1.733,-3.939,fall
63204,0.8616,0.4209,-0.4097,-2.115,-1.939,-4.435,fall
63224,0.8354,0.3823,-0.3992,-2.84,2.939,-4.84,fall
63244,0.8262,0.3706,-0.4192,-2.115,5.809,-3.702,fall
63264,0.8298,0.4187,-0.4043,-0.947,1.214,0.298,fall
63284,0.8269,0.4131,-0.3833,0.603,0.366,2.427,fall
63304,0.8472,0.3713,-0.4031,1.412,6.221,1.901,fall
63324,0.8599,0.3823,-0.4128,0.802,6.756,0.74,fall
63344,0.8643,0.4065,-0.3989,-1.145,2.977,1.26,fall
63364,0.8542,0.3962,-0.3918,-2.382,3.786,-1.053,fall
63384,0.8711,0.3853,-0.4202,-1.176,5.076,-2.382,fall
63404,0.8757,0.3882,-0.4377,-0.855,3.977,-1.855,fall
63424,0.8701,0.4026,-0.427,-2.351,2.389,-0.863,fall
63444,0.8738,0.4307,-0.4053,-4.099,0.244,-0.344,fall
63464,0.8831,0.4119,-0.3728,-3.702,1.023,-1.565,fall
63484,0.8955,0.387,-0.4221,-2.298,4.046,-2.511,fall
63504,0.8853,0.3987,-0.4368,-0.893,-1.481,-2.359,fall
63524,0.854,0.4202,-0.4097,-2.405,-4.55,-1.031,fall
63544,0.8484,0.4133,-0.3728,-4.779,-0.275,0.573,fall
63564,0.8728,0.4028,-0.417,-4.298,8.153,1.313,fall
63584,0.8882,0.4202,-0.4385,-1.87,4.405,1.763,fall
63604,0.8779,0.417,-0.4197,-0.084,-1.985,1.252,fall
63624,0.8691,0.3989,-0.4055,-0.534,0.427,-0.466,fall
63644,0.8613,0.3892,-0.4167,-2.26,6.038,-1.107,fall
63664,0.8477,0.4028,-0.4126,-3.603,4.771,-0.107,fall
63684,0.8611,0.4302,-0.3979,-2.924,0.168,-0.42,fall
63704,0.8904,0.4246,-0.4194,-1.321,4.053,-1.634,fall
63724,0.8887,0.4146,-0.4294,-1.71,7.71,-2.305,fall
63744,0.8635,0.417,-0.4131,-3.435,4.092,-1.885,fall
63764,0.8684,0.4058,-0.3979,-4.885,0.71,-1.26,fall
63784,0.9255,0.4407,-0.4387,-2.611,0.481,-1.504,fall
63804,0.9304,0.4602,-0.4316,-4.16,2.656,-2.366,fall
63824,0.9136,0.4253,-0.4033,-7.084,4.969,-2.298,fall
63844,0.9104,0.4065,-0.415,-8.191,6.198,-2.427,fall
63864,0.9658,0.4507,-0.4727,-6.137,5.351,-1.618,fall
63884,0.9771,0.4929,-0.4719,-5.328,2.481,-1.649,fall
63904,0.9492,0.4636,-0.4243,-6.641,4.565,-2.947,fall
63924,0.9592,0.4766,-0.4236,-9.229,6.931,-4.458,fall
63944,0.9797,0.4919,-0.4392,-9.496,7.542,-6.0,fall
63964,0.9856,0.5042,-0.4365,-10.878,7.16,-7.435,fall
63984,0.9514,0.5007,-0.4004,-12.443,8.084,-8.573,fall
64004,0.9514,0.5229,-0.4282,-13.168,5.916,-9.405,fall
64024,0.9741,0.5186,-0.4524,-13.527,9.45,-11.855,fall
64044,0.9736,0.4839,-0.4114,-13.023,10.061,-13.374,fall
64064,0.9683,0.4739,-0.3823,-13.985,8.985,-13.962,fall
64084,0.9692,0.4949,-0.4048,-17.931,8.122,-12.748,fall
64104,0.9539,0.502,-0.3877,-22.313,10.328,-12.695,fall
64124,0.9355,0.4797,-0.4058,-23.053,11.947,-14.038,fall
64144,0.8984,0.5005,-0.4133,-24.16,9.756,-13.0,fall
64164,0.8704,0.4873,-0.394,-22.847,7.939,-12.824,fall
64184,0.8872,0.4856,-0.4165,-19.977,5.74,-12.023,fall
64204,0.9138,0.4949,-0.4001,-19.145,5.618,-9.366,fall
64224,0.9065,0.5071,-0.3645,-20.702,1.519,-5.962,fall
64244,0.8818,0.4868,-0.3667,-25.908,-0.122,-5.0,fall
64264,0.8911,0.4724,-0.3884,-31.168,-0.053,-3.832,fall
64284,0.8967,0.4883,-0.4026,-34.26,-1.053,-3.618,fall
64304,0.8958,0.5044,-0.4062,-36.397,-10.168,-1.519,fall
64324,0.864,0.5017,-0.3696,-38.237,-12.122,0.817,fall
64344,0.8311,0.4666,-0.3381,-42.092,-11.092,5.969,fall
64364,0.8044,0.4368,-0.3301,-48.992,-10.84,11.168,fall
64384,0.7812,0.4421,-0.3059,-54.382,-12.366,14.275,fall
64404,0.7705,0.4507,-0.2837,-60.565,-13.672,15.954,fall
64424,0.7722,0.4282,-0.3115,-65.695,-16.977,15.985,fall
64445,0.7539,0.4382,-0.304,-69.267,-18.733,15.221,fall
64465,0.7402,0.4395,-0.2842,-70.176,-23.275,15.74,fall
64485,0.7073,0.3965,-0.2368,-72.267,-26.298,16.916,fall
64505,0.7068,0.3918,-0.2329,-74.771,-28.145,19.366,fall
64525,0.7095,0.4092,-0.2207,-77.313,-31.71,20.954,fall
64545,0.7285,0.4392,-0.2351,-77.206,-33.313,21.847,fall
64565,0.7639,0.4568,-0.2227,-75.321,-34.313,21.328,fall
64585,0.7615,0.4307,-0.176,-74.908,-31.847,22.321,fall
64605,0.7581,0.4253,-0.1755,-76.939,-29.29,24.389,fall
64625,0.7495,0.4089,-0.1711,-79.366,-30.298,27.061,fall
64645,0.769,0.3984,-0.167,-76.031,-27.618,29.0,fall
64665,0.7981,0.4124,-0.1318,-73.977,-25.153,29.145,fall
64685,0.8308,0.4536,-0.1348,-72.473,-19.832,26.496,fall
64705,0.8779,0.4822,-0.0999,-68.847,-18.153,23.069,fall
64725,0.8887,0.5044,-0.0818,-63.595,-16.496,18.939,fall
64745,0.8916,0.5017,-0.103,-57.153,-10.847,14.74,fall
64765,0.8521,0.5049,-0.094,-51.794,-4.931,10.916,fall
64785,0.8428,0.4497,-0.0759,-50.985,0.656,10.115,fall
64805,0.8457,0.4468,-0.0332,-54.008,5.496,8.832,fall
64825,0.845,0.437,-0.082,-58.359,3.374,7.725,fall
64845,0.8691,0.4443,-0.1309,-56.137,-1.809,6.718,fall
64865,0.9197,0.4375,-0.116,-52.45,-10.153,3.649,fall
64885,0.9556,0.3926,-0.1099,-49.969,-18.168,0.321,fall
64905,0.9377,0.3506,-0.0789,-50.405,-19.504,-0.832,fall
64925,0.8992,0.3799,-0.093,-57.931,-19.84,1.947,fall
64945,0.8809,0.4424,-0.1016,-62.046,-22.695,4.092,fall
64965,0.853,0.4683,-0.0974,-56.695,-23.618,6.145,fall
64985,0.8411,0.4678,-0.0933,-46.099,-19.443,8.0,fall
65005,0.8621,0.4731,-0.0977,-37.221,-15.595,10.382,fall
65025,0.9175,0.4531,-0.0786,-30.153,-17.26,10.458,fall
65045,0.9312,0.4224,-0.0486,-25.443,-20.908,10.206,fall
65065,0.9187,0.406,-0.0906,-22.794,-22.557,10.527,fall
65085,0.8982,0.4211,-0.0745,-19.802,-20.244,9.122,fall
65105,0.9104,0.4497,-0.0513,-16.389,-19.603,6.336,fall
65125,0.925,0.4539,-0.0488,-11.588,-16.053,2.183,fall
65145,0.918,0.46,-0.0745,-4.702,-13.031,1.45,fall
65165,0.9102,0.4849,-0.0771,1.237,-12.656,1.237,fall
65185,0.9373,0.4783,-0.0693,8.16,-11.756,-1.298,fall
65205,0.9224,0.4287,-0.0464,12.756,-8.557,-1.061,fall
65225,0.9216,0.4182,-0.0562,11.695,-4.985,-0.313,fall
65245,0.8892,0.428,-0.042,9.328,-2.038,-1.099,fall
65265,0.8701,0.4094,-0.0481,10.588,2.023,-3.824,fall
65285,0.845,0.3772,-0.0654,15.16,5.74,-5.076,fall
65305,0.8582,0.3887,-0.1306,21.573,2.962,-5.687,fall
65325,0.8887,0.4209,-0.113,28.115,-6.122,-8.45,fall
65345,0.8967,0.3972,-0.0791,35.374,-9.16,-12.969,fall
65365,0.9163,0.3701,-0.0881,38.206,-10.267,-16.611,fall
65385,0.9602,0.387,-0.0747,38.916,-15.55,-18.901,fall
65405,0.9763,0.3972,-0.0452,40.687,-17.031,-21.061,fall
65425,1.0002,0.3699,-0.0347,44.977,-10.626,-22.015,fall
65445,1.022,0.3567,-0.0151,47.122,-6.588,-20.855,fall
65465,0.9907,0.3862,-0.0422,44.229,3.252,-16.832,fall
65485,0.9436,0.4551,-0.113,40.084,14.687,-10.985,fall
65505,0.8799,0.5142,-0.1807,36.389,22.672,-7.115,fall
65525,0.825,0.5403,-0.2139,33.656,27.061,-3.733,fall
65545,0.8479,0.48,-0.2751,25.366,33.985,-1.168,fall
65565,0.9011,0.4805,-0.3091,10.687,38.038,1.359,fall
65585,0.9409,0.6284,-0.3701,-1.42,43.534,3.466,fall
65605,1.0405,0.7715,-0.3975,-11.229,40.198,0.107,fall
65625,1.0276,0.7026,-0.4402,-16.321,36.122,-9.168,fall
65645,0.9043,0.6565,-0.4626,-16.573,41.511,-15.305,fall
65665,0.8423,0.7554,-0.5247,-6.885,47.183,-21.305,fall
65685,0.7878,0.8804,-0.4656,8.687,35.16,-21.55,fall
65705,0.7363,0.854,-0.4438,27.527,21.969,-19.557,fall
65725,0.6572,0.7268,-0.4082,50.13,12.595,-12.397,fall
65745,0.6025,0.573,-0.3782,64.137,9.603,-5.916,fall
65765,0.6096,0.4517,-0.3367,62.55,13.473,-3.725,fall
65785,0.6455,0.3762,-0.3137,51.489,19.382,-5.321,fall
65805,0.7002,0.4065,-0.3005,38.496,21.099,-3.389,fall
65825,0.751,0.4663,-0.2976,31.42,20.863,-2.656,fall
65845,0.8044,0.4463,-0.2734,36.237,18.878,-2.542,fall
65865,0.762,0.4104,-0.2361,36.824,14.84,1.962,fall
65885,0.749,0.4451,-0.2664,30.893,21.473,9.641,fall
65905,0.8218,0.5139,-0.3069,28.107,29.122,13.504,fall
65925,0.8582,0.5361,-0.2988,30.893,26.29,15.29,fall
65945,0.7915,0.5068,-0.251,35.565,24.649,16.977,fall
65965,0.7351,0.4932,-0.2495,34.756,32.076,17.26,fall
65985,0.7583,0.5242,-0.2495,36.031,42.214,12.656,fall
66005,0.7727,0.5178,-0.2205,39.931,52.427,9.053,fall
66025,0.7593,0.4751,-0.1948,44.496,58.656,9.695,fall
66045,0.7371,0.4578,-0.1812,44.649,67.832,12.504,fall
66065,0.7881,0.4822,-0.1843,40.893,73.122,12.298,fall
66085,0.9465,0.5479,-0.2068,40.26,60.763,5.282,fall
66105,1.0232,0.623,-0.0999,42.901,52.038,-9.916,fall
66125,1.0493,0.6162,-0.199,49.985,34.496,-16.313,fall
66145,1.0728,0.6003,-0.186,58.145,32.779,-19.733,fall
66165,0.9854,0.4551,-0.1882,65.672,29.557,-15.519,fall
66185,0.9121,0.3479,-0.1667,58.725,36.061,-7.511,fall
66205,0.9531,0.3203,-0.2358,44.878,34.954,-1.733,fall
66225,1.0308,0.3557,-0.2646,31.008,23.053,-1.519,fall
66245,1.0447,0.3945,-0.2571,19.702,13.794,-6.565,fall
66265,0.9912,0.3628,-0.2483,11.84,6.42,-7.695,fall
66285,0.9333,0.3276,-0.1978,8.443,4.305,-5.504,fall
66305,0.9348,0.3079,-0.1851,5.977,3.099,-2.382,fall
66325,0.9346,0.3005,-0.1802,3.267,0.221,0.496,fall
66345,0.9473,0.3071,-0.1567,1.786,-3.527,3.359,fall
66365,0.9773,0.3457,-0.1494,3.183,-5.0,3.344,fall
66385,0.9729,0.3733,-0.1333,8.901,-3.366,4.198,fall
66405,0.9492,0.4092,-0.1431,16.344,0.695,6.015,fall
66425,0.927,0.4399,-0.1428,26.267,2.779,7.092,fall
66446,0.9272,0.4231,-0.1526,35.687,4.58,6.763,fall
66466,0.9412,0.3845,-0.1272,39.427,6.244,5.275,fall
66486,0.9575,0.3696,-0.1311,37.641,6.641,3.397,fall
66506,0.9575,0.3716,-0.1235,33.519,5.656,1.282,fall
66526,0.9502,0.3711,-0.1331,29.931,3.511,-0.939,fall
66546,0.9497,0.3662,-0.1238,27.191,0.45,-3.405,fall
66566,0.95,0.3716,-0.123,25.947,-2.924,-5.634,fall
66586,0.9565,0.3611,-0.1121,26.008,-4.985,-7.664,fall
66606,0.9521,0.3982,-0.1023,22.038,-6.641,-8.542,fall
66626,0.9241,0.4568,-0.1218,15.725,-8.305,-7.756,fall
66646,0.9255,0.4705,-0.0793,15.527,-6.29,-9.389,fall
66666,0.8555,0.5002,-0.0459,17.916,-3.992,-9.718,fall
66686,0.7979,0.5894,-0.1221,15.802,5.756,-5.298,fall
66706,0.7849,0.6118,-0.2183,12.099,16.031,-2.511,fall
66726,0.7966,0.551,-0.2683,10.611,17.321,-0.107,fall
66746,0.8713,0.5479,-0.2939,18.359,15.969,-3.924,fall
66766,0.864,0.5132,-0.2893,30.443,12.229,-11.573,fall
66786,0.825,0.4265,-0.283,41.221,11.466,-15.061,fall
66806,0.8794,0.3755,-0.3262,43.786,14.176,-16.908,fall
66826,0.9612,0.3599,-0.3389,43.481,14.565,-18.656,fall
66846,0.988,0.3318,-0.4084,38.947,8.466,-15.832,fall
66866,0.9658,0.3447,-0.4309,34.153,5.702,-9.099,fall
66886,0.9155,0.3899,-0.4067,24.336,7.427,-1.634,fall
66906,0.8813,0.4016,-0.4402,17.969,8.45,2.725,fall
66926,0.8577,0.3716,-0.4368,20.916,9.351,4.321,fall
66946,0.8579,0.3408,-0.4075,20.634,9.878,4.985,fall
66966,0.8354,0.3259,-0.3979,14.71,8.893,6.16,fall
66986,0.8186,0.3228,-0.4053,7.695,10.046,8.748,fall
67006,0.824,0.3125,-0.3794,2.069,9.374,10.359,fall
67026,0.7988,0.3184,-0.3354,-3.588,11.031,10.229,fall
67046,0.8027,0.3542,-0.3247,-8.405,14.695,8.771,fall
67066,0.8215,0.4016,-0.3098,-12.321,19.382,6.534,fall
67086,0.8162,0.4297,-0.2581,-15.183,27.847,6.74,fall
67106,0.8306,0.4473,-0.2607,-16.489,36.641,7.962,fall
67126,0.9551,0.5205,-0.3147,-20.229,30.847,6.16,fall
67146,1.1936,0.5881,-0.3044,-15.282,6.511,-2.504,fall
67166,1.104,0.5479,-0.1277,-10.733,-3.496,-7.962,fall
67186,0.866,0.458,-0.2075,-6.595,12.786,1.244,fall
67206,0.8186,0.4062,-0.2231,-2.031,23.901,10.374,fall
67226,0.8877,0.4004,-0.2651,-4.183,14.282,8.229,fall
67246,0.9004,0.3943,-0.259,-9.496,1.656,3.985,fall
67266,0.8896,0.3809,-0.2407,-14.115,-3.794,1.137,fall
67286,0.9214,0.3821,-0.217,-14.504,-4.58,0.969,fall
67306,0.9707,0.3865,-0.199,-13.282,-3.74,0.366,fall
67326,0.969,0.3958,-0.1938,-11.153,-5.069,1.008,fall
67346,0.9229,0.4172,-0.1631,-10.427,-4.122,1.641,fall
67366,0.9136,0.4238,-0.1733,-8.351,0.321,1.908,fall
67386,0.915,0.4282,-0.1963,-6.847,1.0,2.702,fall
67406,0.9194,0.4316,-0.2073,-5.916,-0.832,3.718,fall
67426,0.9158,0.439,-0.1741,-3.618,-1.015,4.916,fall
67446,0.9121,0.4189,-0.1592,-1.351,1.924,3.588,fall
67466,0.9014,0.4019,-0.1582,-0.473,4.985,2.137,fall
67486,0.9243,0.3921,-0.1599,-0.71,5.16,0.802,fall
67506,0.9465,0.4028,-0.165,-0.366,2.405,-0.344,fall
67526,0.9321,0.4268,-0.1685,1.076,-1.634,-0.084,fall
67546,0.9126,0.4329,-0.1726,2.168,-1.725,0.908,fall
67566,0.9175,0.4204,-0.1685,3.595,0.473,1.786,fall
67586,0.9138,0.4199,-0.175,5.023,2.733,2.412,fall
67606,0.9224,0.4185,-0.1658,5.45,4.015,2.481,fall
67626,0.926,0.4209,-0.1733,6.55,4.038,2.145,fall
67646,0.9114,0.4246,-0.1797,8.191,3.13,1.702,fall
67666,0.9219,0.4226,-0.1758,9.573,2.855,1.603,fall
67686,0.9224,0.4209,-0.1807,9.863,2.221,1.473,fall
67706,0.9292,0.4216,-0.1772,10.26,2.916,1.458,fall
67726,0.9175,0.4167,-0.1714,10.435,3.298,1.847,fall
67746,0.9158,0.4194,-0.1809,10.198,3.695,1.763,fall
67766,0.9155,0.4214,-0.1821,11.099,3.855,1.695,fall
67786,0.9148,0.4197,-0.1736,11.916,3.389,1.176,fall
67806,0.9192,0.4197,-0.1904,13.198,3.901,0.641,fall
67826,0.916,0.4114,-0.1897,13.55,3.824,0.824,fall
67846,0.9124,0.4133,-0.1992,13.336,3.656,0.679,fall
67866,0.9185,0.4121,-0.1951,12.71,3.328,0.985,fall
67886,0.9216,0.406,-0.2061,12.962,4.237,1.069,fall
67906,0.917,0.3958,-0.2112,13.023,4.092,0.916,fall
67926,0.9209,0.3914,-0.21,12.382,4.076,0.458,fall
67946,0.9209,0.3979,-0.2166,10.969,3.87,0.443,fall
67966,0.9207,0.3936,-0.2139,9.916,3.817,0.603,fall
67986,0.9214,0.3967,-0.2214,9.672,3.977,0.412,fall
68006,0.9155,0.3938,-0.2312,8.656,3.992,-0.069,fall
68026,0.9109,0.3958,-0.238,6.786,3.489,-1.29,fall
68046,0.9099,0.4102,-0.2307,4.664,3.061,-2.191,fall
68066,0.9243,0.417,-0.2258,6.382,2.931,-3.519,fall
68086,0.9155,0.4216,-0.2358,10.573,2.679,-3.847,fall
68106,0.9053,0.4038,-0.2341,12.985,3.519,-3.137,fall
68126,0.9119,0.3894,-0.2395,11.901,5.198,-2.168,fall
68146,0.9226,0.3892,-0.2432,10.427,5.634,-1.26,fall
68166,0.9248,0.3892,-0.239,9.321,5.397,-0.832,fall
68186,0.9214,0.3875,-0.2473,9.115,5.031,-0.893,fall
68206,0.9175,0.3765,-0.2476,9.336,4.855,-0.748,fall
68226,0.917,0.3708,-0.2551,8.779,4.092,-0.496,fall
68246,0.9194,0.3694,-0.2517,7.237,3.115,-0.282,fall
68266,0.9224,0.373,-0.2551,6.076,2.885,0.122,fall
68286,0.9253,0.3794,-0.2444,6.382,3.282,0.519,fall
68306,0.9202,0.3809,-0.251,6.244,4.038,0.496,fall
68326,0.916,0.385,-0.2498,5.427,4.756,1.084,fall
68346,0.9165,0.3901,-0.2432,4.87,4.16,1.305,fall
68366,0.9153,0.3967,-0.2468,5.405,3.656,1.099,fall
68386,0.9202,0.3962,-0.2556,5.924,2.802,1.366,fall
68406,0.9119,0.3853,-0.2473,5.748,2.573,1.374,fall
68426,0.9214,0.3818,-0.2493,4.046,2.794,1.939,fall
68447,0.9229,0.3806,-0.2458,2.947,2.588,2.557,fall
68467,0.9233,0.3918,-0.2434,2.534,2.374,2.855,fall
68487,0.9207,0.3931,-0.2378,2.389,2.672,2.885,fall
68507,0.9153,0.3923,-0.2461,1.954,2.519,3.176,fall
68527,0.9236,0.386,-0.2495,2.069,2.221,3.565,fall
68547,0.9187,0.397,-0.2446,2.13,1.107,3.137,fall
68567,0.915,0.3958,-0.2419,2.779,1.267,3.267,fall
68587,0.9172,0.3809,-0.2471,3.069,1.183,3.183,fall
68607,0.9263,0.3835,-0.2441,2.641,0.649,3.099,fall
68627,0.9229,0.3865,-0.2434,2.756,0.557,2.794,fall
68647,0.9221,0.3948,-0.2466,2.794,0.641,3.412,fall
68667,0.925,0.3867,-0.2456,3.099,0.863,4.267,fall
68687,0.9277,0.385,-0.2446,3.267,0.443,4.679,fall
68707,0.9175,0.384,-0.2505,2.992,-0.092,4.901,fall
68727,0.9182,0.3843,-0.248,3.527,-0.092,4.939,fall
68747,0.9167,0.3875,-0.2529,3.13,0.16,5.16,fall
68767,0.925,0.3875,-0.2502,3.244,0.168,4.649,fall
68787,0.9255,0.385,-0.2517,4.008,-0.313,4.969,fall
68807,0.9214,0.385,-0.2485,4.908,-0.435,4.985,fall
68827,0.9163,0.3877,-0.2463,5.443,-0.656,5.183,fall
68847,0.9211,0.3928,-0.2495,6.13,-0.45,5.573,fall
68867,0.9221,0.3862,-0.2473,7.008,-0.794,6.206,fall
68887,0.9155,0.3889,-0.2507,7.145,-1.702,7.168,fall
68907,0.9182,0.3845,-0.2483,7.84,-1.809,7.405,fall
68927,0.926,0.3867,-0.2507,8.313,-1.855,7.534,fall
68947,0.9219,0.3896,-0.2393,9.015,-2.702,7.977,fall
68967,0.9136,0.3931,-0.2258,8.718,-2.573,9.053,fall
68987,0.9209,0.4031,-0.2334,10.366,-2.931,8.817,fall
69007,0.9077,0.4016,-0.2275,12.496,-2.687,8.611,fall
69027,0.9055,0.4041,-0.2358,13.359,0.16,7.092,fall
69047,0.8931,0.4084,-0.2056,12.26,2.885,6.672,fall
69067,0.896,0.4226,-0.1873,12.718,3.527,5.389,fall
69087,0.9075,0.436,-0.1838,17.076,4.137,3.389,fall
69107,0.918,0.3853,-0.2231,24.649,3.527,1.695,fall
69127,0.9355,0.3684,-0.2571,31.015,-0.267,1.519,fall
69147,0.9495,0.3679,-0.2664,34.679,-4.557,1.42,fall
69167,0.9417,0.3662,-0.2412,36.191,-5.267,3.023,fall
69187,0.9299,0.3684,-0.2356,38.191,-3.282,6.053,fall
69207,0.9316,0.3755,-0.2383,39.634,-4.565,9.305,fall
69227,0.9009,0.3713,-0.2388,40.466,-4.534,12.824,fall
69247,0.8726,0.3633,-0.2371,39.641,-3.511,17.412,fall
69267,0.8647,0.3572,-0.2178,38.55,-4.221,19.954,fall
69287,0.8831,0.3594,-0.2146,38.359,-8.13,20.611,fall
69307,0.845,0.3604,-0.1936,37.626,-11.695,20.809,fall
69327,0.7834,0.3486,-0.2039,33.42,-7.13,21.519,fall
69347,0.7688,0.3079,-0.2097,31.107,-1.229,21.122,fall
69367,0.8076,0.2742,-0.2109,28.267,-0.145,18.153,fall
69387,0.8367,0.2732,-0.2095,21.977,-3.794,15.603,fall
69407,0.8076,0.2769,-0.1807,17.542,-3.076,16.008,fall
69427,0.7844,0.269,-0.2131,14.817,0.046,18.855,fall
69447,0.7793,0.2512,-0.2424,12.588,-6.74,24.695,fall
69467,0.7095,0.2759,-0.2109,7.763,-10.992,31.794,fall
69487,0.613,0.2957,-0.208,2.962,-7.534,38.672,fall
69507,0.5605,0.2483,-0.2517,3.771,-2.908,46.55,fall
69527,0.5598,0.2319,-0.2378,6.412,-12.794,51.382,fall
69547,0.5549,0.2083,-0.2139,9.573,-25.153,50.771,fall
69567,0.5198,0.1663,-0.2405,10.74,-42.679,48.115,fall
69587,0.5012,0.1643,-0.2214,9.695,-51.771,49.099,fall
69607,0.4807,0.1174,-0.2839,14.672,-54.412,53.664,fall
69627,0.5261,0.0159,-0.4814,21.878,-63.252,59.443,fall
69647,0.6406,-0.1899,-0.5901,34.16,-78.588,67.809,fall
69667,0.8147,-0.3418,-0.7168,47.595,-104.847,88.664,fall
69687,1.0566,-0.4067,-0.8438,58.893,-141.611,123.588,fall
69707,1.405,-0.4114,-0.8652,69.687,-152.641,151.985,fall
69727,1.8518,-0.3333,-1.1367,99.947,-123.267,175.924,fall
69747,1.8857,-0.5703,-1.5312,62.756,-148.13,171.122,fall
69767,1.2935,-0.4456,-1.5469,85.687,-89.763,165.374,fall
69787,0.8479,-0.6421,-1.5215,89.176,-65.206,167.832,fall
69807,0.6892,-0.7036,-1.21,90.87,-54.412,188.565,fall
69827,0.7075,-0.5637,-0.7778,95.351,-44.069,185.916,fall
69847,0.6709,-0.364,-0.4998,102.45,-81.176,183.061,fall
69867,0.4133,-0.179,-0.4324,65.954,-86.756,166.412,fall
69887,0.4553,-0.2136,-0.4817,45.443,-88.16,139.366,fall
69907,0.655,-0.197,-0.5439,43.916,-98.038,140.26,fall
69927,0.4929,-0.4373,-0.6924,61.42,-135.496,137.656,fall
69947,0.1519,-0.8149,-0.8589,72.099,-147.641,163.489,fall
69967,-0.0405,-1.0452,-0.8916,94.168,-143.053,185.84,fall
69987,-0.1128,-1.1787,-0.7766,108.092,-113.229,190.977,fall
70007,0.0894,-1.2222,-0.7766,117.832,-74.679,176.206,fall
70027,0.2888,-1.2007,-0.6787,129.588,-82.824,154.107,fall
70047,0.0798,-1.0857,-0.6008,130.13,-90.084,151.29,fall
70067,-0.2966,-0.9639,-0.4714,110.832,-74.947,142.046,fall
70087,-0.542,-0.9475,-0.2842,76.298,-51.771,118.504,fall
70107,-0.7402,-0.8726,-0.3635,58.847,-47.015,61.061,fall
70127,-0.7988,-0.8098,-0.3411,42.733,-64.382,6.244,fall
70147,-0.7664,-0.6641,-0.2646,40.656,-44.527,-24.931,fall
70167,-0.563,-0.6494,-0.1328,21.229,-34.733,-20.397,fall
70187,-0.5291,-0.731,-0.1763,6.824,-26.771,-5.863,fall
70207,-0.4497,-0.7935,-0.1689,8.13,-22.435,4.702,fall
70227,-0.4028,-0.8494,-0.2117,17.504,-7.496,27.298,fall
70247,-0.396,-0.8674,-0.2136,23.267,-2.771,35.435,fall
70267,-0.3567,-0.9512,-0.2478,14.695,-7.458,28.153,fall
70287,-0.4104,-0.9128,-0.3052,4.824,-16.42,1.145,fall
70307,-0.45,-0.843,-0.3435,-8.313,-16.427,-11.557,fall
70327,-0.4739,-0.7676,-0.3845,-20.649,-4.786,-18.588,fall
70347,-0.3667,-0.7747,-0.4673,-23.252,0.092,-19.573,fall
70367,-0.272,-0.801,-0.4709,-17.496,5.908,-20.153,fall
70387,-0.2122,-0.8086,-0.4314,-11.687,16.359,-16.664,fall
70407,-0.1982,-0.8303,-0.4678,-8.611,21.252,-11.298,fall
70427,-0.2036,-0.9004,-0.4756,-9.282,11.924,-7.42,fall
70448,-0.2805,-0.9258,-0.4429,-16.282,14.901,-10.626,fall
