i,ax,ay,az,gx,gy,gz
0,-0.0774,-0.9858,0.0186,1.008,3.351,0.031
1,-0.0776,-0.9888,0.0186,0.954,4.397,0.992
2,-0.0791,-0.9917,0.0342,0.55,3.221,-0.359
3,-0.0803,-0.9934,0.0215,-0.481,2.969,-1.046
4,-0.0747,-0.9912,0.0188,-0.779,3.366,-1.29
5,-0.0791,-1.0005,0.0186,0.153,2.901,-0.168
6,-0.0771,-0.9944,0.0173,1.099,3.298,0.427
7,-0.0786,-0.9893,0.0232,3.412,3.786,0.817
8,-0.0764,-0.9888,0.0127,3.206,4.397,0.763
9,-0.0764,-0.9888,0.0154,0.473,2.527,-0.794
10,-0.0784,-0.9946,0.012,-1.046,2.794,-1.313
11,-0.075,-0.9937,0.0244,0.015,2.702,-0.58
12,-0.0781,-0.9963,0.0173,-0.26,3.84,0.954
13,-0.0745,-0.9846,0.0251,-0.237,3.664,0.924
14,-0.0823,-0.9858,0.0264,-0.443,1.901,-0.198
15,-0.0791,-0.9829,0.0295,-1.137,2.977,-1.504
16,-0.0742,-0.9878,0.0178,-1.969,3.42,-2.053
17,-0.0776,-0.9983,0.0349,-0.115,3.924,-1.427
18,-0.074,-0.9985,0.0208,0.565,4.214,0.389
19,-0.0771,-1.0037,0.0159,-1.328,2.29,-0.061
20,-0.075,-1.0085,0.0269,-0.817,2.565,0.069
21,-0.0742,-0.9912,0.0144,-0.496,2.931,-0.008
22,-0.0811,-0.9866,0.0068,-0.496,2.267,0.489
23,-0.0757,-0.9807,0.0264,0.076,3.771,-0.214
24,-0.0786,-0.9878,0.0181,-1.137,2.435,-0.336
25,-0.0762,-0.9929,0.0083,0.611,2.901,-0.359
26,-0.0789,-0.9941,0.0137,0.916,2.992,0.26
27,-0.0767,-0.9956,0.0237,-0.985,2.137,-0.031
28,-0.0801,-0.9973,0.0229,0.061,3.107,-0.252
29,-0.0767,-0.9878,0.021,1.87,3.756,-0.153
30,-0.0776,-0.989,0.0203,0.588,2.969,-1.053
31,-0.0786,-0.9907,0.0276,1.595,3.069,-0.908
32,-0.0762,-0.9924,0.0186,0.809,3.168,-0.855
33,-0.0764,-0.9893,0.0232,0.031,2.74,-1.16
34,-0.074,-1.002,0.0078,0.878,4.122,-0.42
35,-0.0757,-0.9983,0.0122,1.634,3.267,0.649
36,-0.0784,-0.9954,0.0281,0.87,2.702,0.015
37,-0.0823,-0.9873,0.0159,0.687,3.137,-0.29
38,-0.0779,-0.9917,0.0156,-1.145,3.366,-0.756
39,-0.0815,-0.988,0.0251,-0.336,2.885,0.336
40,-0.0752,-0.9897,0.0283,0.809,4.26,-0.023
41,-0.0789,-0.9863,0.0288,0.649,3.397,-0.718
42,-0.0767,-0.9966,0.0173,0.427,3.023,-1.42
43,-0.073,-0.9944,0.0217,0.267,2.733,0.863
44,-0.0774,-0.9922,0.0249,1.153,3.443,0.687
45,-0.0796,-0.9819,0.0132,-0.969,3.145,-0.313
46,-0.0815,-0.979,0.0278,0.397,3.878,-0.672
47,-0.0757,-0.9912,0.009,0.397,4.328,-0.466
48,-0.073,-0.9868,0.0278,-1.336,2.588,0.198
49,-0.0735,-1.002,0.0266,-0.763,2.84,-0.58
