i,ax,ay,az,gx,gy,gz
0,1.3101,0.7317,-0.5967,135.756,-194.153,-126.389
1,0.99,0.2249,-0.374,137.374,-206.687,-123.511
2,0.822,-0.1646,-0.2708,131.679,-189.702,-106.313
3,0.6094,-0.2739,-0.3362,100.29,-176.557,-100.565
4,0.4373,-0.1726,-0.4109,57.832,-147.847,-85.076
5,0.3196,0.1638,-0.5093,40.962,-112.878,-66.397
6,0.3484,0.5891,-0.7717,48.809,-104.672,-53.832
7,0.437,0.8711,-0.9062,65.603,-116.901,-35.046
8,0.3921,0.8308,-0.7815,76.924,-148.649,-27.565
9,0.2385,0.9976,-0.7817,111.71,-211.336,-32.42
10,-0.2603,1.2141,-1.1599,125.092,-250.137,-72.588
11,-1.4475,1.8811,-2.0,133.802,-183.061,-13.954
12,-1.3184,1.9999,-1.9753,-32.267,-108.145,71.107
13,-0.6567,1.1233,-1.1543,-79.0,-16.74,48.74
14,-0.5811,0.1562,-0.6526,-64.351,8.954,45.458
15,-0.3718,-0.2144,-0.0522,5.267,-43.275,0.237
16,0.0032,-0.9387,-0.1165,40.351,-40.435,-20.779
17,0.0813,-0.0491,-0.5002,66.954,-5.298,-3.282
18,-0.1089,0.2007,-0.9021,43.496,47.55,33.046
19,-0.4141,0.4902,-1.2356,44.282,58.649,56.45
20,-0.531,0.7822,-1.0735,32.282,7.687,51.962
21,-0.5652,0.8096,-0.8123,8.847,-33.611,24.504
22,-0.4968,0.7615,-0.946,-3.733,-20.756,11.611
23,-0.354,0.5154,-1.1956,11.107,1.832,11.924
24,-0.2056,0.3511,-1.1904,19.198,12.267,21.099
25,-0.0916,0.3008,-1.0686,10.328,-0.618,34.321
26,0.0347,0.2688,-1.1282,-7.779,10.374,51.366
27,0.125,0.2712,-1.1567,-19.779,13.794,58.29
28,0.1545,0.3193,-1.0264,-19.008,4.031,54.794
29,0.1333,0.3977,-0.8892,-18.038,-2.977,46.26
30,0.093,0.4333,-0.8379,-28.435,-2.939,35.87
31,0.0515,0.4619,-0.8684,-41.076,13.298,29.137
32,0.0181,0.5005,-0.8999,-43.733,30.534,27.481
33,0.0208,0.5222,-0.9424,-40.687,39.0,28.382
34,0.1145,0.5273,-0.9553,-37.092,41.893,27.229
35,0.2139,0.5769,-0.9519,-42.282,39.382,24.389
36,0.2668,0.6184,-0.8689,-51.687,30.473,20.397
37,0.3149,0.6074,-0.7942,-58.71,27.947,15.176
38,0.4121,0.5996,-0.7649,-62.611,32.061,7.733
39,0.4746,0.6025,-0.7446,-66.206,40.87,-0.046
40,0.4832,0.6614,-0.7454,-62.756,32.634,-6.214
41,0.4626,0.7217,-0.6953,-60.466,15.634,-9.649
42,0.4097,0.7632,-0.5881,-56.26,4.405,-10.939
43,0.3887,0.8069,-0.5024,-51.427,5.092,-12.55
44,0.385,0.822,-0.4893,-51.985,8.557,-14.313
45,0.3762,0.8477,-0.4968,-54.695,13.58,-16.885
46,0.3616,0.8132,-0.5122,-51.763,13.71,-22.298
47,0.3418,0.7612,-0.531,-41.221,10.672,-30.076
48,0.3218,0.7458,-0.5261,-32.328,9.595,-34.557
49,0.2842,0.7502,-0.5747,-26.397,4.16,-39.229
