i,ax,ay,az,gx,gy,gz
0,0.0959,0.1057,-1.072,1.008,9.656,2.214
1,0.0823,0.1091,-1.0811,-0.229,3.351,-0.802
2,0.104,0.1174,-1.0852,-0.55,4.275,-0.603
3,0.0981,0.115,-1.0706,-0.153,-0.015,-2.351
4,0.1035,0.1206,-1.0789,0.305,6.489,1.298
5,0.0874,0.1216,-1.0798,0.748,2.573,-0.771
6,0.1038,0.0974,-1.0601,-0.061,3.031,-0.137
7,0.0996,0.1174,-1.073,-0.756,-2.771,-2.443
8,0.1091,0.1021,-1.0625,0.168,0.443,-0.321
9,0.0759,0.1094,-1.0703,-0.176,6.824,1.557
10,0.0916,0.0996,-1.0542,0.489,5.649,0.55
11,0.1062,0.113,-1.0701,-1.344,5.198,0.534
12,0.0803,0.1262,-1.0742,0.206,1.427,-1.702
13,0.0903,0.1179,-1.0881,-0.107,1.282,0.26
14,0.1072,0.1079,-1.0762,-0.023,0.359,-1.534
15,0.1062,0.1177,-1.0706,0.939,5.985,0.786
16,0.0942,0.116,-1.0789,2.313,3.191,0.382
17,0.1157,0.0994,-1.0637,1.008,2.275,0.931
18,0.1147,0.1194,-1.0869,2.389,0.71,1.519
19,0.0989,0.1062,-1.064,2.42,-0.298,3.214
20,0.0923,0.103,-1.0676,1.031,-2.496,1.107
21,0.0938,0.1021,-1.0737,0.618,0.122,1.573
22,0.0686,0.0974,-1.0559,0.099,4.641,0.481
23,0.0747,0.0962,-1.0476,-1.855,5.397,-0.603
24,0.0898,0.1118,-1.0608,-0.519,7.053,0.519
25,0.0581,0.1079,-1.0542,-0.55,2.076,-1.038
26,0.0771,0.114,-1.0747,-1.794,0.374,-1.863
27,0.1042,0.116,-1.0876,-0.282,3.412,-0.916
28,0.0994,0.1235,-1.085,1.122,5.092,0.267
29,0.0815,0.1084,-1.0916,0.534,3.0,-0.687
30,0.1111,0.1011,-1.0674,0.458,-0.618,-2.122
31,0.1096,0.1062,-1.0664,0.519,5.336,0.061
32,0.1013,0.1072,-1.0688,0.939,3.573,0.779
33,0.0854,0.085,-1.0427,-0.573,1.115,-0.252
34,0.0847,0.1064,-1.0713,-2.038,-0.298,-0.992
35,0.0994,0.1064,-1.0696,-1.42,0.069,-0.359
36,0.1011,0.1187,-1.0803,-0.527,3.786,0.779
37,0.0649,0.1089,-1.064,-1.42,0.916,-1.42
38,0.0989,0.1277,-1.0835,-2.435,4.656,-0.931
39,0.0981,0.1248,-1.1008,0.176,4.542,-0.626
40,0.0667,0.1301,-1.0789,-1.29,0.664,-2.672
41,0.0935,0.1274,-1.0862,0.221,0.924,-1.176
42,0.085,0.1235,-1.0854,1.298,2.733,-2.099
43,0.0791,0.1172,-1.0703,2.931,5.817,-0.252
44,0.0962,0.1028,-1.0642,2.901,7.244,-0.16
45,0.0815,0.1025,-1.0571,1.931,2.916,-0.771
46,0.0933,0.0938,-1.0527,0.481,3.901,-0.336
47,0.1204,0.0955,-1.0547,0.847,-2.641,-1.649
48,0.0854,0.1074,-1.0681,-0.237,3.931,1.42
49,0.0933,0.1016,-1.0615,-0.336,2.13,0.42
