i,ax,ay,az,gx,gy,gz
0,0.2522,-0.4602,-0.9353,-0.351,3.84,-0.504
1,0.2512,-0.4558,-0.9446,-0.053,3.458,-0.053
2,0.2524,-0.4546,-0.9333,0.634,2.504,0.191
3,0.2524,-0.4468,-0.9287,0.076,3.489,-0.084
4,0.2629,-0.4495,-0.9392,-0.183,3.618,-0.55
5,0.2603,-0.4553,-0.9355,-0.931,3.13,-1.092
6,0.2527,-0.4534,-0.9363,-1.534,2.55,-0.557
7,0.2517,-0.4526,-0.9385,-1.595,2.45,-0.916
8,0.2546,-0.4536,-0.9363,-1.389,3.076,-1.176
9,0.2537,-0.4526,-0.9316,-1.389,3.992,-1.237
10,0.2566,-0.4565,-0.9363,-1.511,3.969,-1.137
11,0.2627,-0.4531,-0.9458,-1.153,3.435,-1.359
12,0.262,-0.4561,-0.9434,-0.244,2.992,-0.527
13,0.2627,-0.446,-0.938,0.275,3.87,-0.42
14,0.2605,-0.447,-0.9353,-0.206,2.794,-0.137
15,0.2563,-0.4487,-0.9382,-0.817,2.969,-0.328
16,0.2559,-0.4536,-0.9417,-0.901,3.0,-0.313
17,0.2573,-0.4534,-0.9285,-0.496,2.359,-0.321
18,0.2532,-0.4551,-0.9351,0.672,2.534,-0.542
19,0.2605,-0.4502,-0.947,0.809,3.588,-0.725
20,0.2607,-0.4519,-0.9397,1.16,3.534,-0.069
21,0.2595,-0.4482,-0.9436,1.221,3.664,0.298
22,0.2573,-0.4482,-0.9397,0.824,3.931,0.427
23,0.2542,-0.4473,-0.9377,-0.046,3.893,-0.26
24,0.2534,-0.4495,-0.9409,-0.405,2.847,-0.618
25,0.2515,-0.4563,-0.9302,0.053,1.885,-0.786
26,0.2515,-0.4521,-0.9355,0.397,2.107,-0.252
27,0.259,-0.4502,-0.936,-0.115,2.947,-0.252
28,0.2615,-0.4485,-0.9351,-0.435,3.809,-0.412
29,0.2629,-0.4492,-0.9351,-0.374,4.366,0.0
30,0.2576,-0.4531,-0.9336,-0.313,3.321,-0.321
31,0.2578,-0.4526,-0.9287,-0.847,2.977,-0.779
32,0.2559,-0.4495,-0.938,-0.748,2.412,-1.031
33,0.2551,-0.4497,-0.9417,-0.992,2.16,-0.931
34,0.2568,-0.4514,-0.9424,-0.649,1.779,-1.298
35,0.2632,-0.4492,-0.9373,-0.527,2.588,-0.992
36,0.2583,-0.4485,-0.939,-0.58,3.687,-0.847
37,0.2615,-0.4463,-0.9363,-0.634,3.901,-0.611
38,0.2566,-0.4448,-0.9355,-1.405,2.611,-1.031
39,0.2581,-0.447,-0.9519,-1.107,3.252,-0.802
40,0.2554,-0.4482,-0.9519,-0.557,3.176,-0.87
41,0.2537,-0.4573,-0.9504,0.092,3.275,-0.473
42,0.2566,-0.4482,-0.9456,0.74,3.153,-0.351
43,0.2581,-0.4409,-0.9331,0.351,4.053,-0.214
44,0.2629,-0.4414,-0.9258,-0.985,3.779,-0.382
45,0.2617,-0.4458,-0.9446,-1.466,2.786,-0.519
46,0.2568,-0.4463,-0.9402,-1.153,4.053,-0.214
47,0.2554,-0.4431,-0.9473,-0.351,3.656,-0.168
48,0.2566,-0.4524,-0.9417,-1.069,2.382,-0.42
49,0.2544,-0.4568,-0.936,-0.481,3.122,-0.412
