i,ax,ay,az,gx,gy,gz
0,0.1667,0.1147,-1.0645,-0.626,4.634,-0.832
1,0.1716,0.1057,-1.0447,0.244,4.366,-0.336
2,0.1709,0.1133,-1.0588,-1.534,9.702,-0.122
3,0.168,0.1206,-1.084,0.313,2.756,-0.664
4,0.1765,0.1143,-1.0559,0.534,2.771,-0.87
5,0.1748,0.1125,-1.0771,-0.374,6.802,0.237
6,0.175,0.1194,-1.0703,1.191,5.015,-0.16
7,0.176,0.1152,-1.0527,1.412,2.855,-1.237
8,0.178,0.1086,-1.0603,-0.641,4.084,-0.397
9,0.1875,0.1108,-1.0688,0.16,4.023,-0.511
10,0.1697,0.1108,-1.0598,2.557,2.748,-0.595
11,0.1787,0.1011,-1.0476,-1.214,2.145,-0.794
12,0.1821,0.1121,-1.0776,-1.863,3.863,0.382
13,0.1782,0.1143,-1.0676,-0.023,-1.931,-0.382
14,0.1814,0.1104,-1.0586,0.191,3.176,0.519
15,0.1736,0.1201,-1.082,1.282,3.076,0.321
16,0.1707,0.1091,-1.0378,0.893,3.756,0.481
17,0.155,0.1094,-1.0515,-0.42,5.26,-0.565
18,0.1775,0.1113,-1.0579,-1.344,5.55,-0.748
19,0.1726,0.1121,-1.085,0.55,4.916,0.099
20,0.167,0.115,-1.0613,1.214,-0.947,-1.344
21,0.1792,0.1084,-1.0615,0.26,6.206,-0.588
22,0.179,0.1167,-1.0793,0.908,5.26,-0.924
23,0.1819,0.1108,-1.0745,2.366,-0.168,-0.725
24,0.1772,0.106,-1.0464,1.595,1.0,-0.466
25,0.1765,0.1028,-1.0386,-0.176,3.847,-0.824
26,0.1707,0.1028,-1.0439,-1.427,6.519,0.244
27,0.1802,0.1062,-1.0706,-0.565,3.229,-0.45
28,0.1726,0.1089,-1.05,0.076,2.527,-0.183
29,0.1775,0.1184,-1.0916,-1.344,4.519,-0.061
30,0.1741,0.1177,-1.0818,1.496,-1.443,-0.656
31,0.1772,0.1116,-1.0474,0.893,2.916,-0.496
32,0.1724,0.1187,-1.083,0.603,5.145,0.015
33,0.1689,0.1062,-1.0547,2.221,0.0,-0.42
34,0.1777,0.1013,-1.0364,-0.115,4.008,-1.214
35,0.1709,0.1035,-1.0596,0.435,5.939,-0.282
36,0.1711,0.1008,-1.0461,-0.885,4.939,-0.771
37,0.178,0.1104,-1.0615,-1.42,5.702,-0.611
38,0.1636,0.1094,-1.0708,-0.359,1.321,-0.267
39,0.1729,0.1047,-1.0674,-1.565,6.344,-0.267
40,0.175,0.1189,-1.0735,1.878,4.687,-0.634
41,0.1802,0.1125,-1.0837,-0.099,-0.374,-0.931
42,0.1792,0.1091,-1.052,-0.595,2.618,0.206
43,0.1658,0.1035,-1.0481,0.557,2.763,0.153
44,0.1748,0.1072,-1.0537,-1.969,2.534,-1.031
45,0.177,0.1084,-1.0535,0.351,-0.511,-0.366
46,0.1716,0.1099,-1.054,-2.702,1.42,-0.282
47,0.1741,0.1165,-1.0767,-1.366,0.962,0.069
48,0.1782,0.1099,-1.0608,0.733,2.344,0.076
49,0.1699,0.1125,-1.0554,-1.183,3.328,0.0
