i,ax,ay,az,gx,gy,gz
0,0.7412,0.5898,0.5471,-19.573,-2.473,-40.076
1,0.7412,0.4893,0.5139,-24.893,-26.481,-36.321
2,0.7466,0.3662,0.4858,-30.595,-26.26,-30.344
3,0.7612,0.2659,0.4888,-34.84,-10.038,-22.924
4,0.8052,0.2156,0.5635,-33.595,15.687,-15.634
5,0.8853,0.1965,0.6289,-26.504,31.626,-15.313
6,0.8518,0.2324,0.7288,-10.252,25.885,-15.374
7,0.7661,0.3257,0.7119,-8.985,15.351,-12.908
8,0.6843,0.4221,0.6106,-20.885,1.191,-12.344
9,0.6506,0.4438,0.5154,-31.611,-4.817,-11.733
10,0.6582,0.4316,0.4631,-30.275,-5.214,-11.42
11,0.6921,0.4026,0.447,-21.046,-2.412,-11.733
12,0.7258,0.3604,0.4863,-11.137,6.878,-10.55
13,0.7515,0.3391,0.5774,-4.191,14.924,-6.153
14,0.7588,0.3284,0.6433,-1.939,16.336,-1.038
15,0.7488,0.3162,0.6492,-3.366,11.053,1.695
16,0.7263,0.3118,0.5986,-8.038,3.718,1.931
17,0.7078,0.3003,0.5427,-11.389,0.84,0.771
18,0.7151,0.3086,0.5151,-9.573,2.061,-0.115
19,0.7305,0.3354,0.5085,-3.817,5.573,-0.542
20,0.7627,0.3604,0.5027,1.71,6.931,0.084
21,0.8086,0.3613,0.5249,6.809,5.962,2.672
22,0.8506,0.3362,0.5435,12.29,3.527,6.359
23,0.8655,0.3101,0.55,16.489,-1.496,9.702
24,0.8425,0.3044,0.5388,21.573,-7.244,12.29
25,0.8298,0.3184,0.5156,27.42,-11.45,13.466
26,0.8264,0.3433,0.5266,32.756,-12.893,12.901
27,0.8274,0.4031,0.5635,38.794,-12.573,10.466
28,0.8657,0.3906,0.4822,42.87,-21.695,5.641
29,0.8618,0.292,0.426,39.466,-40.672,4.672
30,0.8076,0.2788,0.4172,29.389,-46.229,9.718
31,0.7637,0.3113,0.4299,18.237,-29.015,17.107
32,0.7358,0.3459,0.4529,9.611,1.931,21.618
33,0.7783,0.3911,0.3992,10.053,13.84,19.71
34,0.8225,0.4324,0.3655,14.092,4.84,14.824
35,0.8433,0.4597,0.3472,16.595,-13.145,11.427
36,0.8489,0.4417,0.3049,13.687,-33.298,7.794
37,0.8447,0.4016,0.251,6.603,-45.023,6.718
38,0.866,0.3499,0.1892,-0.519,-46.588,8.435
39,0.8845,0.3206,0.1824,-3.122,-31.733,13.336
40,0.8923,0.304,0.2075,-6.328,-9.542,17.397
41,0.8875,0.3145,0.2505,-12.695,1.191,18.214
42,0.8606,0.3479,0.2944,-17.527,0.901,17.763
43,0.8064,0.3738,0.3044,-18.786,-1.435,17.069
44,0.7527,0.3987,0.3267,-16.069,-3.664,14.092
45,0.7258,0.4185,0.3284,-11.321,-0.924,6.733
46,0.7649,0.4436,0.3137,-3.183,4.802,-3.809
47,0.865,0.4434,0.3428,7.863,8.87,-12.26
48,0.9612,0.436,0.4131,16.786,12.725,-11.901
49,0.9502,0.4067,0.4207,15.046,11.198,-3.939
