i,ax,ay,az,gx,gy,gz
0,0.3293,0.0813,-1.062,-27.702,-43.397,-29.336
1,0.3601,0.0537,-1.0757,1.107,-40.145,-10.763
2,0.2859,0.1084,-1.0308,4.191,-14.908,-9.008
3,0.2859,0.0667,-0.9417,-9.832,-48.122,-15.0
4,0.2432,0.0603,-0.8682,-12.939,-31.962,-16.061
5,0.2676,0.1038,-0.9822,-25.824,-17.313,-12.74
6,0.2805,0.1467,-1.0337,-19.374,-16.985,-4.725
7,0.2156,0.1694,-0.999,-16.542,-12.405,-4.641
8,0.2012,0.1965,-1.0349,-19.13,-14.061,-9.588
9,0.248,0.1709,-1.0669,-19.26,-9.71,-10.458
10,0.2654,0.1841,-1.0984,-1.847,10.885,-4.977
11,0.2429,0.2207,-1.1697,3.198,8.099,-0.511
12,0.2444,0.1738,-1.0598,-1.153,-8.985,-2.099
13,0.2375,0.1755,-0.9778,7.649,7.328,-0.931
14,0.2214,0.1853,-1.064,8.878,7.595,0.885
15,0.2466,0.1602,-1.0212,4.42,0.435,-1.779
16,0.2454,0.1235,-0.9666,9.359,14.252,4.908
17,0.1921,0.1724,-1.0024,14.87,10.191,8.687
18,0.2239,0.1548,-1.0137,0.763,-4.824,4.244
19,0.2256,0.166,-1.041,-0.519,-3.115,0.618
20,0.2505,0.1733,-1.0847,0.351,4.023,1.466
21,0.2539,0.1682,-1.0928,2.45,3.389,1.641
22,0.2507,0.1499,-1.0496,8.664,9.046,3.252
23,0.2463,0.1387,-1.012,20.099,3.55,5.725
24,0.2737,0.135,-1.0752,19.267,-1.13,5.244
25,0.2922,0.1152,-1.0579,24.916,5.611,4.397
26,0.2476,0.134,-1.0317,28.237,6.962,9.794
27,0.2488,0.1099,-1.0398,23.588,0.885,6.802
28,0.25,0.0828,-1.0503,22.313,-2.183,3.336
29,0.2278,0.0989,-1.042,13.435,-7.496,3.817
30,0.2354,0.0684,-1.0569,5.962,-8.725,2.015
31,0.2483,0.1284,-1.022,12.687,-11.229,1.481
32,0.2378,0.1018,-1.0513,14.229,-1.748,-5.603
33,0.2324,0.0901,-1.0596,11.435,-2.672,-6.412
34,0.2334,0.0977,-1.0571,5.511,-3.695,-5.366
35,0.2126,0.0864,-1.0676,6.878,-8.473,-6.969
36,0.2239,0.0708,-1.0728,12.962,-5.695,-8.046
37,0.2168,0.0676,-1.0444,20.916,2.252,-2.763
38,0.2056,0.0593,-1.0317,19.137,4.45,-6.634
39,0.2097,0.0569,-1.0698,10.435,5.924,-6.618
40,0.2336,0.0769,-1.0525,4.282,-0.634,-5.382
41,0.23,0.0522,-1.0557,13.053,6.481,-9.374
42,0.2412,0.0371,-1.0708,18.313,9.687,-7.802
43,0.2026,0.0261,-1.0632,15.641,6.893,-9.45
44,0.1926,0.0317,-1.0586,6.794,1.481,-7.321
45,0.2109,0.0283,-1.0601,4.908,-3.527,-4.511
46,0.2175,0.0283,-1.0754,3.527,-3.023,0.122
47,0.217,0.0303,-1.0547,7.344,-2.16,0.099
48,0.23,0.009,-1.0293,13.71,4.603,0.305
49,0.2092,0.0256,-1.0632,15.702,8.878,1.634
