i,ax,ay,az,gx,gy,gz
0,0.2756,-0.4263,-0.9353,0.58,3.649,-0.008
1,0.2783,-0.4268,-0.9417,0.573,3.679,-0.168
2,0.2837,-0.4265,-0.9407,0.252,2.985,-0.038
3,0.2751,-0.4316,-0.9443,0.58,2.557,-0.038
4,0.2798,-0.4302,-0.9468,1.656,2.359,0.473
5,0.2703,-0.4343,-0.9375,1.763,2.641,0.252
6,0.27,-0.4331,-0.9341,1.389,2.817,0.046
7,0.27,-0.4314,-0.9392,0.557,3.588,-0.466
8,0.2773,-0.437,-0.9451,-0.092,4.221,-0.153
9,0.2795,-0.4326,-0.9441,0.511,3.863,-0.229
10,0.2822,-0.428,-0.9421,1.252,3.092,-0.023
11,0.2805,-0.4307,-0.937,1.16,2.664,0.252
12,0.2744,-0.4309,-0.9358,0.939,3.321,0.107
13,0.2671,-0.4272,-0.9458,1.557,2.809,0.176
14,0.2729,-0.4336,-0.9348,1.328,3.214,0.435
15,0.2815,-0.4309,-0.946,0.305,2.824,-0.252
16,0.281,-0.4324,-0.9431,0.603,2.786,-0.298
17,0.2808,-0.4412,-0.9478,1.42,2.626,0.115
18,0.2744,-0.4485,-0.9478,1.611,2.603,0.435
19,0.2627,-0.4478,-0.9421,1.115,2.977,0.229
20,0.2615,-0.4397,-0.9336,0.947,3.26,-0.237
21,0.2681,-0.4358,-0.9275,0.573,3.931,-0.191
22,0.2783,-0.4336,-0.9331,-0.611,4.649,0.023
23,0.2793,-0.4338,-0.9438,-0.786,4.313,-0.107
24,0.2708,-0.438,-0.9377,-0.115,3.489,-0.366
25,0.2756,-0.4402,-0.9402,0.015,3.282,-0.687
26,0.2795,-0.4368,-0.9463,0.069,3.84,-0.55
27,0.2791,-0.437,-0.9465,0.046,2.847,-0.466
28,0.2737,-0.4341,-0.9438,0.84,2.748,-0.443
29,0.2725,-0.4316,-0.9412,0.985,3.122,-0.023
30,0.2761,-0.429,-0.9419,0.756,3.702,0.183
31,0.2786,-0.4368,-0.9392,0.282,2.893,0.092
32,0.2764,-0.4358,-0.9395,0.015,2.26,-0.237
33,0.2742,-0.4346,-0.9419,0.542,2.42,0.107
34,0.2783,-0.4333,-0.9436,0.756,3.237,0.176
35,0.272,-0.4407,-0.9412,0.374,2.115,-0.313
36,0.2698,-0.4438,-0.9321,1.023,2.084,-0.374
37,0.2693,-0.4417,-0.947,1.221,3.374,-0.473
38,0.2717,-0.4424,-0.9446,0.496,2.794,-0.382
39,0.2764,-0.4385,-0.938,-0.908,3.176,-0.42
40,0.2766,-0.4385,-0.9351,-0.588,4.214,-0.244
41,0.2759,-0.438,-0.9382,-0.252,4.496,-0.397
42,0.2754,-0.4333,-0.936,-0.122,3.504,-0.466
43,0.2756,-0.4392,-0.9485,-0.221,3.008,-0.42
44,0.2771,-0.4404,-0.9382,0.031,2.977,-0.504
45,0.2734,-0.439,-0.9341,0.336,2.618,-0.489
46,0.272,-0.4399,-0.9402,0.107,2.244,-0.382
47,0.2732,-0.4412,-0.9468,-0.206,3.183,-0.214
48,0.2761,-0.4446,-0.9421,-0.427,3.809,-0.275
49,0.2732,-0.4397,-0.9429,-0.046,3.885,0.092
