i,ax,ay,az,gx,gy,gz
0,-0.1157,-1.0256,0.0591,-10.779,-7.565,2.053
1,-0.0916,-0.9822,0.061,-4.702,-1.626,6.115
2,-0.1025,-0.9761,0.0513,-13.008,2.733,1.511
3,-0.1074,-0.9714,0.0474,-10.519,7.672,-0.252
4,-0.1064,-0.9917,0.0017,-12.282,11.382,-4.344
5,-0.1006,-1.0159,-0.0037,-10.557,5.099,-7.275
6,-0.0918,-1.0232,-0.0039,-4.092,6.649,-3.985
7,-0.0928,-1.0083,0.0017,1.634,1.702,-2.802
8,-0.0896,-0.9863,0.0022,6.137,3.687,0.137
9,-0.0923,-0.9666,0.0063,7.13,2.26,-0.061
10,-0.1001,-0.9624,0.0171,1.412,0.382,-3.893
11,-0.1042,-0.9824,0.0291,-0.649,0.573,-5.206
12,-0.0999,-1.0012,0.0173,2.641,7.099,-1.87
13,-0.0991,-0.9961,0.0432,4.168,3.229,-1.443
14,-0.1008,-0.9922,0.032,-1.916,2.916,1.374
15,-0.1025,-0.9712,0.0398,-2.29,2.71,-1.359
16,-0.095,-0.9875,0.0369,-4.405,3.847,-2.58
17,-0.0947,-0.9927,0.0273,-3.817,8.221,-2.153
18,-0.0925,-1.002,0.009,-4.443,6.16,-2.359
19,-0.0869,-0.9844,0.0273,-7.626,8.618,-0.84
20,-0.0913,-0.9912,0.0249,-11.168,16.16,-3.115
21,-0.0974,-1.0049,0.0012,-8.519,19.374,-0.733
22,-0.0984,-0.9871,-0.0115,-2.267,14.397,2.74
23,-0.1023,-0.9761,-0.002,-0.855,4.595,1.504
24,-0.105,-0.9954,0.0125,0.573,3.405,1.786
25,-0.1023,-0.9768,0.0085,1.931,1.885,-0.42
26,-0.0986,-0.9844,0.0161,2.847,3.84,-1.664
27,-0.0989,-0.9888,0.0142,1.13,5.977,-0.664
28,-0.1006,-0.9966,0.0032,2.137,6.145,-1.893
29,-0.0942,-0.9978,0.0024,-0.977,4.092,-0.496
30,-0.0955,-0.9917,0.002,-1.214,2.13,-1.611
31,-0.0955,-0.9839,0.0093,-2.672,2.641,-2.656
32,-0.0952,-0.9905,0.0063,-1.687,1.702,-2.267
33,-0.0918,-1.0034,0.0071,-1.832,3.0,-1.023
34,-0.0845,-1.0071,-0.0034,-5.13,2.702,0.427
35,-0.0869,-1.002,0.0027,-3.122,0.145,-0.145
36,-0.1025,-0.998,0.0083,-0.634,0.084,0.55
37,-0.0967,-0.9812,0.0154,-1.397,3.336,0.443
38,-0.0955,-0.9829,-0.0039,-0.305,1.252,-2.229
39,-0.0825,-0.979,-0.0027,6.046,4.641,-9.481
40,-0.0928,-0.9839,0.0017,4.191,5.275,-6.893
41,-0.0952,-0.9822,0.0166,6.855,4.786,-3.87
42,-0.084,-0.9917,-0.0022,6.275,7.511,-3.489
43,-0.0808,-0.9995,-0.0015,4.191,3.87,-2.489
44,-0.0801,-1.0056,0.0024,-0.87,1.641,-0.565
45,-0.0811,-1.0037,0.0078,-2.885,0.695,2.313
46,-0.0872,-1.0015,0.0305,-2.542,0.863,1.45
47,-0.0894,-0.9858,0.0244,0.214,1.45,2.458
48,-0.0889,-0.9746,0.0134,-1.16,2.229,0.832
49,-0.0901,-0.9734,0.0125,-2.389,2.221,-0.282
