i,ax,ay,az,gx,gy,gz
0,-0.0325,-0.1633,-1.0627,0.45,2.267,3.031
1,-0.0469,-0.1501,-1.0408,1.344,5.947,-0.099
2,-0.0308,-0.1628,-1.072,1.992,8.229,-1.634
3,-0.022,-0.1592,-1.0588,1.687,5.252,-0.618
4,-0.0171,-0.1562,-1.0542,0.374,3.45,-0.71
5,-0.0239,-0.1653,-1.0642,-0.397,4.939,-1.412
6,-0.0186,-0.1648,-1.0796,2.298,4.847,-1.244
7,-0.0181,-0.1599,-1.0659,0.924,3.702,-1.481
8,-0.0129,-0.1699,-1.0967,0.489,3.42,-2.573
9,0.0056,-0.1816,-1.1072,2.962,5.107,-2.557
10,0.0168,-0.1777,-1.0747,3.053,4.191,-0.42
11,0.0061,-0.1758,-1.0779,1.031,3.061,0.817
12,-0.019,-0.1699,-1.0598,-1.435,1.053,1.122
13,-0.0183,-0.1624,-1.0815,-0.321,-1.611,0.832
14,-0.0203,-0.1592,-1.0447,-0.481,1.763,-0.115
15,-0.0337,-0.1597,-1.0547,-1.092,1.565,0.221
16,-0.0293,-0.1543,-1.061,0.023,2.695,-1.504
17,-0.0237,-0.1567,-1.0554,0.702,5.176,-2.16
18,-0.0256,-0.1553,-1.0618,-1.763,5.924,-2.168
19,-0.0083,-0.1672,-1.0769,-0.267,2.405,-2.679
20,-0.0132,-0.1667,-1.0735,0.053,3.481,-1.641
21,-0.0273,-0.1626,-1.061,-0.748,5.634,-2.878
22,-0.0168,-0.168,-1.063,-0.374,2.679,-2.809
23,-0.0159,-0.1707,-1.0708,-1.58,1.641,-2.313
24,-0.0103,-0.1792,-1.0847,1.29,4.046,-3.092
25,0.0034,-0.1868,-1.0732,3.237,4.855,-1.252
26,0.0012,-0.186,-1.0522,3.542,5.588,-0.107
27,-0.0422,-0.157,-1.0684,1.748,6.71,-1.099
28,-0.0225,-0.1575,-1.0588,0.45,2.198,-1.504
29,-0.0015,-0.1682,-1.0627,-0.405,3.969,-1.076
30,-0.0061,-0.1653,-1.054,0.649,5.916,-1.137
31,0.0029,-0.176,-1.0735,1.496,5.931,0.206
32,0.0015,-0.1763,-1.0781,0.947,6.588,0.023
33,-0.0107,-0.1729,-1.0752,-0.534,7.458,-0.595
34,-0.0032,-0.1772,-1.0859,-1.466,4.718,-1.038
35,-0.002,-0.1694,-1.0652,-3.092,5.542,0.084
36,-0.0105,-0.1792,-1.0762,0.26,4.267,1.008
37,-0.0178,-0.1594,-1.0505,-1.626,6.29,0.992
38,-0.0095,-0.1755,-1.0852,4.687,2.779,1.878
39,-0.0166,-0.1731,-1.0715,2.313,2.58,2.061
40,-0.0203,-0.1858,-1.094,4.053,1.618,0.855
41,-0.0103,-0.1682,-1.0703,0.229,3.061,-0.282
42,-0.001,-0.1721,-1.0696,1.389,4.191,-0.053
43,-0.0417,-0.1426,-1.0696,3.031,5.191,-1.427
44,-0.0059,-0.1765,-1.0623,2.824,5.282,-2.198
45,0.0012,-0.1694,-1.0583,0.198,4.733,-1.328
46,-0.0002,-0.1833,-1.0723,-1.87,3.786,-1.153
47,-0.0081,-0.1707,-1.0544,-1.176,3.977,-0.321
48,0.022,-0.21,-1.0703,-0.481,3.824,2.191
49,-0.0115,-0.1714,-1.061,-2.328,7.252,0.84
